"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Autosampler model]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"Blank"	"Extraction"	"50 mg, 1 ml of 1M methanolic HCl + 600 ul heptane + 1 ml NaCl"	"none"	""	"Chromatography"	"Thermo Scientific TRACE GC Ultra"	""	""	"CTC Analytics HTS PAL Autosampler"	""	""	"DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"50-350"	"Thermo Scientific DSQ II"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	""	"20120912_FAME_GCMS_Batch1A_001"	""	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls66_GC_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Blank"	"Extraction"	"50 mg, 1 ml of 1M methanolic HCl + 600 ul heptane + 1 ml NaCl"	"none"	""	"Chromatography"	"Thermo Scientific TRACE GC Ultra"	""	""	"CTC Analytics HTS PAL Autosampler"	""	""	"DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"50-350"	"Thermo Scientific DSQ II"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	""	"20120912_FAME_GCMS_Batch1A_002"	""	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls66_GC_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Blank"	"Extraction"	"50 mg, 1 ml of 1M methanolic HCl + 600 ul heptane + 1 ml NaCl"	"none"	""	"Chromatography"	"Thermo Scientific TRACE GC Ultra"	""	""	"CTC Analytics HTS PAL Autosampler"	""	""	"DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"50-350"	"Thermo Scientific DSQ II"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	""	"20120912_FAME_GCMS_Batch1A_003"	""	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls66_GC_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"PG0745_2"	"Extraction"	"50 mg, 1 ml of 1M methanolic HCl + 600 ul heptane + 1 ml NaCl"	"none"	""	"Chromatography"	"Thermo Scientific TRACE GC Ultra"	""	""	"CTC Analytics HTS PAL Autosampler"	""	""	"DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"50-350"	"Thermo Scientific DSQ II"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	""	"20120912_FAME_GCMS_Batch1A_004"	""	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls66_GC_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"PG0030_2"	"Extraction"	"50 mg, 1 ml of 1M methanolic HCl + 600 ul heptane + 1 ml NaCl"	"none"	""	"Chromatography"	"Thermo Scientific TRACE GC Ultra"	""	""	"CTC Analytics HTS PAL Autosampler"	""	""	"DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"50-350"	"Thermo Scientific DSQ II"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	""	"20120912_FAME_GCMS_Batch1A_005"	""	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls66_GC_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"PG0982_2"	"Extraction"	"50 mg, 1 ml of 1M methanolic HCl + 600 ul heptane + 1 ml NaCl"	"none"	""	"Chromatography"	"Thermo Scientific TRACE GC Ultra"	""	""	"CTC Analytics HTS PAL Autosampler"	""	""	"DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"50-350"	"Thermo Scientific DSQ II"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	""	"20120912_FAME_GCMS_Batch1A_006"	""	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls66_GC_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"PG0207_2"	"Extraction"	"50 mg, 1 ml of 1M methanolic HCl + 600 ul heptane + 1 ml NaCl"	"none"	""	"Chromatography"	"Thermo Scientific TRACE GC Ultra"	""	""	"CTC Analytics HTS PAL Autosampler"	""	""	"DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"50-350"	"Thermo Scientific DSQ II"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	""	"20120912_FAME_GCMS_Batch1A_007"	""	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls66_GC_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"PG0411_2"	"Extraction"	"50 mg, 1 ml of 1M methanolic HCl + 600 ul heptane + 1 ml NaCl"	"none"	""	"Chromatography"	"Thermo Scientific TRACE GC Ultra"	""	""	"CTC Analytics HTS PAL Autosampler"	""	""	"DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"50-350"	"Thermo Scientific DSQ II"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	""	"20120912_FAME_GCMS_Batch1A_008"	""	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls66_GC_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"PG0095_2"	"Extraction"	"50 mg, 1 ml of 1M methanolic HCl + 600 ul heptane + 1 ml NaCl"	"none"	""	"Chromatography"	"Thermo Scientific TRACE GC Ultra"	""	""	"CTC Analytics HTS PAL Autosampler"	""	""	"DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"50-350"	"Thermo Scientific DSQ II"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	""	"20120912_FAME_GCMS_Batch1A_009"	""	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls66_GC_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"PG1001_2"	"Extraction"	"50 mg, 1 ml of 1M methanolic HCl + 600 ul heptane + 1 ml NaCl"	"none"	""	"Chromatography"	"Thermo Scientific TRACE GC Ultra"	""	""	"CTC Analytics HTS PAL Autosampler"	""	""	"DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"50-350"	"Thermo Scientific DSQ II"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	""	"20120912_FAME_GCMS_Batch1A_010"	""	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls66_GC_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
