"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Autosampler model]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"fat_CW-f10_H1920"	"Extraction"	"2/1 (v/v) CHCl3:methanol (including D4-Cholic Acid) and water (including 13C9-phenylalanine) "	"none"	"N/A"	"Chromatography"	"Agilent 6890 GC"	""	""	"CTC Analytics PAL COMBI autosampler"	""	""	"DB-5ms Ultra Inert GC (0.18 µm, 0.18 mm x 10 m; Agilent Technologies)"	"Low Polarity"	"N/A"	"No Label"	""	""	"Mass spectrometry"	"positive"	"50-800"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"fat_CW-f10_H1920"	"gcms_none_fat_CW-f10_H1920.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_azm_scilife_exodiab_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"fat_CW-f11_H1921"	"Extraction"	"2/1 (v/v) CHCl3:methanol (including D4-Cholic Acid) and water (including 13C9-phenylalanine) "	"none"	"N/A"	"Chromatography"	"Agilent 6890 GC"	""	""	"CTC Analytics PAL COMBI autosampler"	""	""	"DB-5ms Ultra Inert GC (0.18 µm, 0.18 mm x 10 m; Agilent Technologies)"	"Low Polarity"	"N/A"	"No Label"	""	""	"Mass spectrometry"	"positive"	"50-800"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"fat_CW-f11_H1921"	"gcms_none_fat_CW-f11_H1921.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_azm_scilife_exodiab_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"fat_CW-f12_H1928"	"Extraction"	"2/1 (v/v) CHCl3:methanol (including D4-Cholic Acid) and water (including 13C9-phenylalanine) "	"none"	"N/A"	"Chromatography"	"Agilent 6890 GC"	""	""	"CTC Analytics PAL COMBI autosampler"	""	""	"DB-5ms Ultra Inert GC (0.18 µm, 0.18 mm x 10 m; Agilent Technologies)"	"Low Polarity"	"N/A"	"No Label"	""	""	"Mass spectrometry"	"positive"	"50-800"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"fat_CW-f12_H1928"	"gcms_none_fat_CW-f12_H1928.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_azm_scilife_exodiab_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"fat_CW-f13_H1930"	"Extraction"	"2/1 (v/v) CHCl3:methanol (including D4-Cholic Acid) and water (including 13C9-phenylalanine) "	"none"	"N/A"	"Chromatography"	"Agilent 6890 GC"	""	""	"CTC Analytics PAL COMBI autosampler"	""	""	"DB-5ms Ultra Inert GC (0.18 µm, 0.18 mm x 10 m; Agilent Technologies)"	"Low Polarity"	"N/A"	"No Label"	""	""	"Mass spectrometry"	"positive"	"50-800"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"fat_CW-f13_H1930"	"gcms_none_fat_CW-f13_H1930.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_azm_scilife_exodiab_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"fat_CW-f14_H1931"	"Extraction"	"2/1 (v/v) CHCl3:methanol (including D4-Cholic Acid) and water (including 13C9-phenylalanine) "	"none"	"N/A"	"Chromatography"	"Agilent 6890 GC"	""	""	"CTC Analytics PAL COMBI autosampler"	""	""	"DB-5ms Ultra Inert GC (0.18 µm, 0.18 mm x 10 m; Agilent Technologies)"	"Low Polarity"	"N/A"	"No Label"	""	""	"Mass spectrometry"	"positive"	"50-800"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"fat_CW-f14_H1931"	"gcms_none_fat_CW-f14_H1931.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_azm_scilife_exodiab_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"fat_CW-f15_H1933"	"Extraction"	"2/1 (v/v) CHCl3:methanol (including D4-Cholic Acid) and water (including 13C9-phenylalanine) "	"none"	"N/A"	"Chromatography"	"Agilent 6890 GC"	""	""	"CTC Analytics PAL COMBI autosampler"	""	""	"DB-5ms Ultra Inert GC (0.18 µm, 0.18 mm x 10 m; Agilent Technologies)"	"Low Polarity"	"N/A"	"No Label"	""	""	"Mass spectrometry"	"positive"	"50-800"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"fat_CW-f15_H1933"	"gcms_none_fat_CW-f15_H1933.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_azm_scilife_exodiab_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"fat_CW-f16_H1937"	"Extraction"	"2/1 (v/v) CHCl3:methanol (including D4-Cholic Acid) and water (including 13C9-phenylalanine) "	"none"	"N/A"	"Chromatography"	"Agilent 6890 GC"	""	""	"CTC Analytics PAL COMBI autosampler"	""	""	"DB-5ms Ultra Inert GC (0.18 µm, 0.18 mm x 10 m; Agilent Technologies)"	"Low Polarity"	"N/A"	"No Label"	""	""	"Mass spectrometry"	"positive"	"50-800"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"fat_CW-f16_H1937"	"gcms_none_fat_CW-f16_H1937.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_azm_scilife_exodiab_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"fat_CW-f17_H1939"	"Extraction"	"2/1 (v/v) CHCl3:methanol (including D4-Cholic Acid) and water (including 13C9-phenylalanine) "	"none"	"N/A"	"Chromatography"	"Agilent 6890 GC"	""	""	"CTC Analytics PAL COMBI autosampler"	""	""	"DB-5ms Ultra Inert GC (0.18 µm, 0.18 mm x 10 m; Agilent Technologies)"	"Low Polarity"	"N/A"	"No Label"	""	""	"Mass spectrometry"	"positive"	"50-800"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"fat_CW-f17_H1939"	"gcms_none_fat_CW-f17_H1939.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_azm_scilife_exodiab_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"fat_CW-f18_H1943"	"Extraction"	"2/1 (v/v) CHCl3:methanol (including D4-Cholic Acid) and water (including 13C9-phenylalanine) "	"none"	"N/A"	"Chromatography"	"Agilent 6890 GC"	""	""	"CTC Analytics PAL COMBI autosampler"	""	""	"DB-5ms Ultra Inert GC (0.18 µm, 0.18 mm x 10 m; Agilent Technologies)"	"Low Polarity"	"N/A"	"No Label"	""	""	"Mass spectrometry"	"positive"	"50-800"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"fat_CW-f18_H1943"	"gcms_none_fat_CW-f18_H1943.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_azm_scilife_exodiab_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"fat_CW-f19_H1948"	"Extraction"	"2/1 (v/v) CHCl3:methanol (including D4-Cholic Acid) and water (including 13C9-phenylalanine) "	"none"	"N/A"	"Chromatography"	"Agilent 6890 GC"	""	""	"CTC Analytics PAL COMBI autosampler"	""	""	"DB-5ms Ultra Inert GC (0.18 µm, 0.18 mm x 10 m; Agilent Technologies)"	"Low Polarity"	"N/A"	"No Label"	""	""	"Mass spectrometry"	"positive"	"50-800"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"fat_CW-f19_H1948"	"gcms_none_fat_CW-f19_H1948.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_azm_scilife_exodiab_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"fat_CW-f1_H1717"	"Extraction"	"2/1 (v/v) CHCl3:methanol (including D4-Cholic Acid) and water (including 13C9-phenylalanine) "	"none"	"N/A"	"Chromatography"	"Agilent 6890 GC"	""	""	"CTC Analytics PAL COMBI autosampler"	""	""	"DB-5ms Ultra Inert GC (0.18 µm, 0.18 mm x 10 m; Agilent Technologies)"	"Low Polarity"	"N/A"	"No Label"	""	""	"Mass spectrometry"	"positive"	"50-800"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"fat_CW-f1_H1717"	"gcms_none_fat_CW-f1_H1717.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_azm_scilife_exodiab_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"fat_CW-f20_H1950"	"Extraction"	"2/1 (v/v) CHCl3:methanol (including D4-Cholic Acid) and water (including 13C9-phenylalanine) "	"none"	"N/A"	"Chromatography"	"Agilent 6890 GC"	""	""	"CTC Analytics PAL COMBI autosampler"	""	""	"DB-5ms Ultra Inert GC (0.18 µm, 0.18 mm x 10 m; Agilent Technologies)"	"Low Polarity"	"N/A"	"No Label"	""	""	"Mass spectrometry"	"positive"	"50-800"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"fat_CW-f20_H1950"	"gcms_none_fat_CW-f20_H1950.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_azm_scilife_exodiab_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"fat_CW-f21_H1955"	"Extraction"	"2/1 (v/v) CHCl3:methanol (including D4-Cholic Acid) and water (including 13C9-phenylalanine) "	"none"	"N/A"	"Chromatography"	"Agilent 6890 GC"	""	""	"CTC Analytics PAL COMBI autosampler"	""	""	"DB-5ms Ultra Inert GC (0.18 µm, 0.18 mm x 10 m; Agilent Technologies)"	"Low Polarity"	"N/A"	"No Label"	""	""	"Mass spectrometry"	"positive"	"50-800"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"fat_CW-f21_H1955"	"gcms_none_fat_CW-f21_H1955.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_azm_scilife_exodiab_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"fat_CW-f22_H1956"	"Extraction"	"2/1 (v/v) CHCl3:methanol (including D4-Cholic Acid) and water (including 13C9-phenylalanine) "	"none"	"N/A"	"Chromatography"	"Agilent 6890 GC"	""	""	"CTC Analytics PAL COMBI autosampler"	""	""	"DB-5ms Ultra Inert GC (0.18 µm, 0.18 mm x 10 m; Agilent Technologies)"	"Low Polarity"	"N/A"	"No Label"	""	""	"Mass spectrometry"	"positive"	"50-800"	"LECO Pegasus III"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"fat_CW-f22_H1956"	"gcms_none_fat_CW-f22_H1956.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_azm_scilife_exodiab_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
