"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Parameter Value[Guard column]"	"Term Source REF"	"Term Accession Number"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"C00_1"	"Extraction"	""	"other"	""	"Chromatography"	"Thermo Scientific TRACE GC"	""	""	"Rtx-5Sil MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"medium polarity"	"10 m Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	"Thermo Scientific ISQ"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"C00_1"	""	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls312_GC_MS_v2_maf.tsv"
"C05_1"	"Extraction"	""	"other"	""	"Chromatography"	"Thermo Scientific TRACE GC"	""	""	"Rtx-5Sil MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"medium polarity"	"10 m Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	"Thermo Scientific ISQ"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"C05_1"	""	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls312_GC_MS_v2_maf.tsv"
"C10_1"	"Extraction"	""	"other"	""	"Chromatography"	"Thermo Scientific TRACE GC"	""	""	"Rtx-5Sil MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"medium polarity"	"10 m Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	"Thermo Scientific ISQ"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"C10_1"	""	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls312_GC_MS_v2_maf.tsv"
"C30_1"	"Extraction"	""	"other"	""	"Chromatography"	"Thermo Scientific TRACE GC"	""	""	"Rtx-5Sil MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"medium polarity"	"10 m Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	"Thermo Scientific ISQ"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"C30_1"	""	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls312_GC_MS_v2_maf.tsv"
"C60_1"	"Extraction"	""	"other"	""	"Chromatography"	"Thermo Scientific TRACE GC"	""	""	"Rtx-5Sil MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"medium polarity"	"10 m Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	"Thermo Scientific ISQ"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"C60_1"	""	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls312_GC_MS_v2_maf.tsv"
"T00_1"	"Extraction"	""	"other"	""	"Chromatography"	"Thermo Scientific TRACE GC"	""	""	"Rtx-5Sil MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"medium polarity"	"10 m Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	"Thermo Scientific ISQ"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"T00_1"	""	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls312_GC_MS_v2_maf.tsv"
"T05_1"	"Extraction"	""	"other"	""	"Chromatography"	"Thermo Scientific TRACE GC"	""	""	"Rtx-5Sil MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"medium polarity"	"10 m Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	"Thermo Scientific ISQ"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"T05_1"	""	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls312_GC_MS_v2_maf.tsv"
"T10_1"	"Extraction"	""	"other"	""	"Chromatography"	"Thermo Scientific TRACE GC"	""	""	"Rtx-5Sil MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"medium polarity"	"10 m Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	"Thermo Scientific ISQ"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"T10_1"	""	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls312_GC_MS_v2_maf.tsv"
"T30_1"	"Extraction"	""	"other"	""	"Chromatography"	"Thermo Scientific TRACE GC"	""	""	"Rtx-5Sil MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"medium polarity"	"10 m Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	"Thermo Scientific ISQ"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"T30_1"	""	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls312_GC_MS_v2_maf.tsv"
"T60_1"	"Extraction"	""	"other"	""	"Chromatography"	"Thermo Scientific TRACE GC"	""	""	"Rtx-5Sil MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"medium polarity"	"10 m Integra-Guard (Restek)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	""	"Thermo Scientific ISQ"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"T60_1"	""	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls312_GC_MS_v2_maf.tsv"
