"Sample Name"	"Protocol REF"	"Parameter Value[Extraction Method]"	"Extract Name"	"Protocol REF"	"Parameter Value[NMR tube type]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Solvent]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Sample pH]"	"Parameter Value[Temperature]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[NMR Probe]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Number of transients]"	"Parameter Value[Pulse sequence name]"	"Parameter Value[Magnetic field strength]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Acquisition Parameter Data File"	"Protocol REF"	"NMR Assay Name"	"Free Induction Decay Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"1 y2r h ce"	"Extraction"	""	""	"NMR sample"	"3 mm (Norell)"	""	""	"0.15 M phosphate buffered D2O"	""	""	"7.4"	"298"	"kelvin"	"UO"	"http://purl.obolibrary.org/obo/UO_0000012"	""	"hydrogen molecular entity"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_33608"	"NMR spectroscopy"	"Bruker AVANCE III 600 MHz spectrometer"	""	""	"5 mm Triple 1H-13C/15N/D"	""	""	"128"	"1D NOESY with presaturation and spoil gradients (noesygppr1d)"	"14.1"	"tesla"	"UO"	""	""	"NMR assay"	"1 y2r h ce"	"1 y2r h ce.rar"	"Data transformation"	""	""	"Metabolite identification"	""	"m_npy_study_metabolite_profiling_NMR_spectroscopy_v2_maf.tsv"
"2 y2r h ce"	"Extraction"	""	""	"NMR sample"	"3 mm (Norell)"	""	""	"0.15 M phosphate buffered D2O"	""	""	"7.4"	"298"	"kelvin"	"UO"	"http://purl.obolibrary.org/obo/UO_0000012"	""	"hydrogen molecular entity"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_33608"	"NMR spectroscopy"	"Bruker AVANCE III 600 MHz spectrometer"	""	""	"5 mm Triple 1H-13C/15N/D"	""	""	"128"	"1D NOESY with presaturation and spoil gradients (noesygppr1d)"	"14.1"	"tesla"	"UO"	""	""	"NMR assay"	"2 y2r h ce"	"2 y2r h ce.rar"	"Data transformation"	""	""	"Metabolite identification"	""	"m_npy_study_metabolite_profiling_NMR_spectroscopy_v2_maf.tsv"
"3 y2r h ce"	"Extraction"	""	""	"NMR sample"	"3 mm (Norell)"	""	""	"0.15 M phosphate buffered D2O"	""	""	"7.4"	"298"	"kelvin"	"UO"	"http://purl.obolibrary.org/obo/UO_0000012"	""	"hydrogen molecular entity"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_33608"	"NMR spectroscopy"	"Bruker AVANCE III 600 MHz spectrometer"	""	""	"5 mm Triple 1H-13C/15N/D"	""	""	"128"	"1D NOESY with presaturation and spoil gradients (noesygppr1d)"	"14.1"	"tesla"	"UO"	""	""	"NMR assay"	"3 y2r h ce"	"3 y2r h ce.rar"	"Data transformation"	""	""	"Metabolite identification"	""	"m_npy_study_metabolite_profiling_NMR_spectroscopy_v2_maf.tsv"
"4 y2r h ce"	"Extraction"	""	""	"NMR sample"	"3 mm (Norell)"	""	""	"0.15 M phosphate buffered D2O"	""	""	"7.4"	"298"	"kelvin"	"UO"	"http://purl.obolibrary.org/obo/UO_0000012"	""	"hydrogen molecular entity"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_33608"	"NMR spectroscopy"	"Bruker AVANCE III 600 MHz spectrometer"	""	""	"5 mm Triple 1H-13C/15N/D"	""	""	"128"	"1D NOESY with presaturation and spoil gradients (noesygppr1d)"	"14.1"	"tesla"	"UO"	""	""	"NMR assay"	"4 y2r h ce"	"4 y2r h ce.rar"	"Data transformation"	""	""	"Metabolite identification"	""	"m_npy_study_metabolite_profiling_NMR_spectroscopy_v2_maf.tsv"
"5 y2r h ce"	"Extraction"	""	""	"NMR sample"	"3 mm (Norell)"	""	""	"0.15 M phosphate buffered D2O"	""	""	"7.4"	"298"	"kelvin"	"UO"	"http://purl.obolibrary.org/obo/UO_0000012"	""	"hydrogen molecular entity"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_33608"	"NMR spectroscopy"	"Bruker AVANCE III 600 MHz spectrometer"	""	""	"5 mm Triple 1H-13C/15N/D"	""	""	"128"	"1D NOESY with presaturation and spoil gradients (noesygppr1d)"	"14.1"	"tesla"	"UO"	""	""	"NMR assay"	"5 y2r h ce"	"5 y2r h ce.rar"	"Data transformation"	""	""	"Metabolite identification"	""	"m_npy_study_metabolite_profiling_NMR_spectroscopy_v2_maf.tsv"
"6 y2r h ce"	"Extraction"	""	""	"NMR sample"	"3 mm (Norell)"	""	""	"0.15 M phosphate buffered D2O"	""	""	"7.4"	"298"	"kelvin"	"UO"	"http://purl.obolibrary.org/obo/UO_0000012"	""	"hydrogen molecular entity"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_33608"	"NMR spectroscopy"	"Bruker AVANCE III 600 MHz spectrometer"	""	""	"5 mm Triple 1H-13C/15N/D"	""	""	"128"	"1D NOESY with presaturation and spoil gradients (noesygppr1d)"	"14.1"	"tesla"	"UO"	""	""	"NMR assay"	"6 y2r h ce"	"6 y2r h ce.rar"	"Data transformation"	""	""	"Metabolite identification"	""	"m_npy_study_metabolite_profiling_NMR_spectroscopy_v2_maf.tsv"
"7 y2r h ce"	"Extraction"	""	""	"NMR sample"	"3 mm (Norell)"	""	""	"0.15 M phosphate buffered D2O"	""	""	"7.4"	"298"	"kelvin"	"UO"	"http://purl.obolibrary.org/obo/UO_0000012"	""	"hydrogen molecular entity"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_33608"	"NMR spectroscopy"	"Bruker AVANCE III 600 MHz spectrometer"	""	""	"5 mm Triple 1H-13C/15N/D"	""	""	"128"	"1D NOESY with presaturation and spoil gradients (noesygppr1d)"	"14.1"	"tesla"	"UO"	""	""	"NMR assay"	"7 y2r h ce"	"7 y2r h ce.rar"	"Data transformation"	""	""	"Metabolite identification"	""	"m_npy_study_metabolite_profiling_NMR_spectroscopy_v2_maf.tsv"
"8 y2r h ce"	"Extraction"	""	""	"NMR sample"	"3 mm (Norell)"	""	""	"0.15 M phosphate buffered D2O"	""	""	"7.4"	"298"	"kelvin"	"UO"	"http://purl.obolibrary.org/obo/UO_0000012"	""	"hydrogen molecular entity"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_33608"	"NMR spectroscopy"	"Bruker AVANCE III 600 MHz spectrometer"	""	""	"5 mm Triple 1H-13C/15N/D"	""	""	"128"	"1D NOESY with presaturation and spoil gradients (noesygppr1d)"	"14.1"	"tesla"	"UO"	""	""	"NMR assay"	"8 y2r h ce"	"8 y2r h ce.rar"	"Data transformation"	""	""	"Metabolite identification"	""	"m_npy_study_metabolite_profiling_NMR_spectroscopy_v2_maf.tsv"
"9 y2r h ce"	"Extraction"	""	""	"NMR sample"	"3 mm (Norell)"	""	""	"0.15 M phosphate buffered D2O"	""	""	"7.4"	"298"	"kelvin"	"UO"	"http://purl.obolibrary.org/obo/UO_0000012"	""	"hydrogen molecular entity"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_33608"	"NMR spectroscopy"	"Bruker AVANCE III 600 MHz spectrometer"	""	""	"5 mm Triple 1H-13C/15N/D"	""	""	"128"	"1D NOESY with presaturation and spoil gradients (noesygppr1d)"	"14.1"	"tesla"	"UO"	""	""	"NMR assay"	"9 y2r h ce"	"9 y2r h ce.rar"	"Data transformation"	""	""	"Metabolite identification"	""	"m_npy_study_metabolite_profiling_NMR_spectroscopy_v2_maf.tsv"
"10 y2r h ce"	"Extraction"	""	""	"NMR sample"	"3 mm (Norell)"	""	""	"0.15 M phosphate buffered D2O"	""	""	"7.4"	"298"	"kelvin"	"UO"	"http://purl.obolibrary.org/obo/UO_0000012"	""	"hydrogen molecular entity"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_33608"	"NMR spectroscopy"	"Bruker AVANCE III 600 MHz spectrometer"	""	""	"5 mm Triple 1H-13C/15N/D"	""	""	"128"	"1D NOESY with presaturation and spoil gradients (noesygppr1d)"	"14.1"	"tesla"	"UO"	""	""	"NMR assay"	"10 y2r h ce"	"10 y2r h ce.rar"	"Data transformation"	""	""	"Metabolite identification"	""	"m_npy_study_metabolite_profiling_NMR_spectroscopy_v2_maf.tsv"
"11 y2r h ce"	"Extraction"	""	""	"NMR sample"	"3 mm (Norell)"	""	""	"0.15 M phosphate buffered D2O"	""	""	"7.4"	"298"	"kelvin"	"UO"	"http://purl.obolibrary.org/obo/UO_0000012"	""	"hydrogen molecular entity"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_33608"	"NMR spectroscopy"	"Bruker AVANCE III 600 MHz spectrometer"	""	""	"5 mm Triple 1H-13C/15N/D"	""	""	"128"	"1D NOESY with presaturation and spoil gradients (noesygppr1d)"	"14.1"	"tesla"	"UO"	""	""	"NMR assay"	"11 y2r h ce"	"11 y2r h ce.rar"	"Data transformation"	""	""	"Metabolite identification"	""	"m_npy_study_metabolite_profiling_NMR_spectroscopy_v2_maf.tsv"
