"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Autosampler model]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"Ctrl1"	"Extraction"	"MeOH:MTBE (4:1, v/v);MeOH:H2O (4:1, v/v)"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7693 Automatic Liquid Sampler"	""	""	"J&W DB-5ms w/DuraGuard GC (0.25 µm, 0.25 mm x 30 + 10 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"Ctrl1"	"C1.D.zip"	"Data transformation"	""	""	"Metabolite identification"	"C1-AllHits.cef"	"m_mtbls634_GC_mass_spectrometry_v2_maf.tsv"
"Ctrl2"	"Extraction"	"MeOH:MTBE (4:1, v/v);MeOH:H2O (4:1, v/v)"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7693 Automatic Liquid Sampler"	""	""	"J&W DB-5ms w/DuraGuard GC (0.25 µm, 0.25 mm x 30 + 10 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"Ctrl2"	"C2.D.zip"	"Data transformation"	""	""	"Metabolite identification"	"C2-AllHits.cef"	"m_mtbls634_GC_mass_spectrometry_v2_maf.tsv"
"Ctrl3"	"Extraction"	"MeOH:MTBE (4:1, v/v);MeOH:H2O (4:1, v/v)"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7693 Automatic Liquid Sampler"	""	""	"J&W DB-5ms w/DuraGuard GC (0.25 µm, 0.25 mm x 30 + 10 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"Ctrl3"	"C3.D.zip"	"Data transformation"	""	""	"Metabolite identification"	"C3-AllHits.cef"	"m_mtbls634_GC_mass_spectrometry_v2_maf.tsv"
"Ctrl4"	"Extraction"	"MeOH:MTBE (4:1, v/v);MeOH:H2O (4:1, v/v)"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7693 Automatic Liquid Sampler"	""	""	"J&W DB-5ms w/DuraGuard GC (0.25 µm, 0.25 mm x 30 + 10 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"Ctrl4"	"C4.D.zip"	"Data transformation"	""	""	"Metabolite identification"	"C4-AllHits.cef"	"m_mtbls634_GC_mass_spectrometry_v2_maf.tsv"
"Ctrl5"	"Extraction"	"MeOH:MTBE (4:1, v/v);MeOH:H2O (4:1, v/v)"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7693 Automatic Liquid Sampler"	""	""	"J&W DB-5ms w/DuraGuard GC (0.25 µm, 0.25 mm x 30 + 10 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"Ctrl5"	"C5.D.zip"	"Data transformation"	""	""	"Metabolite identification"	"C5-AllHits.cef"	"m_mtbls634_GC_mass_spectrometry_v2_maf.tsv"
"Ab1"	"Extraction"	"MeOH:MTBE (4:1, v/v);MeOH:H2O (4:1, v/v)"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7693 Automatic Liquid Sampler"	""	""	"J&W DB-5ms w/DuraGuard GC (0.25 µm, 0.25 mm x 30 + 10 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"Ab1"	"Ab1.D.zip"	"Data transformation"	""	""	"Metabolite identification"	"AB1-AllHits.cef"	"m_mtbls634_GC_mass_spectrometry_v2_maf.tsv"
"Ab2"	"Extraction"	"MeOH:MTBE (4:1, v/v);MeOH:H2O (4:1, v/v)"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7693 Automatic Liquid Sampler"	""	""	"J&W DB-5ms w/DuraGuard GC (0.25 µm, 0.25 mm x 30 + 10 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"Ab2"	"Ab2.D.zip"	"Data transformation"	""	""	"Metabolite identification"	"AB2-AllHits.cef"	"m_mtbls634_GC_mass_spectrometry_v2_maf.tsv"
"Ab3"	"Extraction"	"MeOH:MTBE (4:1, v/v);MeOH:H2O (4:1, v/v)"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7693 Automatic Liquid Sampler"	""	""	"J&W DB-5ms w/DuraGuard GC (0.25 µm, 0.25 mm x 30 + 10 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"Ab3"	"Ab3.D.zip"	"Data transformation"	""	""	"Metabolite identification"	"AB3-AllHits.cef"	"m_mtbls634_GC_mass_spectrometry_v2_maf.tsv"
"Ab4"	"Extraction"	"MeOH:MTBE (4:1, v/v);MeOH:H2O (4:1, v/v)"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7693 Automatic Liquid Sampler"	""	""	"J&W DB-5ms w/DuraGuard GC (0.25 µm, 0.25 mm x 30 + 10 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"Ab4"	"Ab4.D.zip"	"Data transformation"	""	""	"Metabolite identification"	"AB4-AllHits.cef"	"m_mtbls634_GC_mass_spectrometry_v2_maf.tsv"
"Ab5"	"Extraction"	"MeOH:MTBE (4:1, v/v);MeOH:H2O (4:1, v/v)"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7693 Automatic Liquid Sampler"	""	""	"J&W DB-5ms w/DuraGuard GC (0.25 µm, 0.25 mm x 30 + 10 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"Ab5"	"Ab5.D.zip"	"Data transformation"	""	""	"Metabolite identification"	"AB5-AllHits.cef"	"m_mtbls634_GC_mass_spectrometry_v2_maf.tsv"
"Sort1"	"Extraction"	"MeOH:MTBE (4:1, v/v);MeOH:H2O (4:1, v/v)"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7693 Automatic Liquid Sampler"	""	""	"J&W DB-5ms w/DuraGuard GC (0.25 µm, 0.25 mm x 30 + 10 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"Sort1"	"Sort1.D.zip"	"Data transformation"	""	""	"Metabolite identification"	"SORT1-AllHits.cef"	"m_mtbls634_GC_mass_spectrometry_v2_maf.tsv"
"Sort2"	"Extraction"	"MeOH:MTBE (4:1, v/v);MeOH:H2O (4:1, v/v)"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7693 Automatic Liquid Sampler"	""	""	"J&W DB-5ms w/DuraGuard GC (0.25 µm, 0.25 mm x 30 + 10 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"Sort2"	"Sort2.D.zip"	"Data transformation"	""	""	"Metabolite identification"	"SORT2-AllHits.cef"	"m_mtbls634_GC_mass_spectrometry_v2_maf.tsv"
"Sort3"	"Extraction"	"MeOH:MTBE (4:1, v/v);MeOH:H2O (4:1, v/v)"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7693 Automatic Liquid Sampler"	""	""	"J&W DB-5ms w/DuraGuard GC (0.25 µm, 0.25 mm x 30 + 10 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"Sort3"	"Sort3.D.zip"	"Data transformation"	""	""	"Metabolite identification"	"SORT3-AllHits.cef"	"m_mtbls634_GC_mass_spectrometry_v2_maf.tsv"
"Sort4"	"Extraction"	"MeOH:MTBE (4:1, v/v);MeOH:H2O (4:1, v/v)"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7693 Automatic Liquid Sampler"	""	""	"J&W DB-5ms w/DuraGuard GC (0.25 µm, 0.25 mm x 30 + 10 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"Sort4"	"Sort4.D.zip"	"Data transformation"	""	""	"Metabolite identification"	"SORT4-AllHits.cef"	"m_mtbls634_GC_mass_spectrometry_v2_maf.tsv"
"Sort5"	"Extraction"	"MeOH:MTBE (4:1, v/v);MeOH:H2O (4:1, v/v)"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7693 Automatic Liquid Sampler"	""	""	"J&W DB-5ms w/DuraGuard GC (0.25 µm, 0.25 mm x 30 + 10 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"Sort5"	"Sort5.D.zip"	"Data transformation"	""	""	"Metabolite identification"	"SORT5-AllHits.cef"	"m_mtbls634_GC_mass_spectrometry_v2_maf.tsv"
"Ab+Sort1"	"Extraction"	"MeOH:MTBE (4:1, v/v);MeOH:H2O (4:1, v/v)"	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7693 Automatic Liquid Sampler"	""	""	"J&W DB-5ms w/DuraGuard GC (0.25 µm, 0.25 mm x 30 + 10 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975 MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"Ab+Sort1"	"AbSort1.D.zip"	"Data transformation"	""	""	"Metabolite identification"	"ABSORT1-AllHits.cef"	"m_mtbls634_GC_mass_spectrometry_v2_maf.tsv"
