"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Autosampler model]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"FCME_1"	"Extraction"	"Chloroform/methanol/water (1:3:1)"	""	""	"Chromatography"	"Thermo Scientific Dionex UltiMate LC system"	""	""	"FAMOS autosampler"	""	""	"ZIC-HILIC (5 µm, 150 mm × 4.6 mm; Merck Sequant)"	"HILIC"	"E. coli (fully labelled extract)"	"carbon-13 atom"	""	""	"Mass spectrometry"	"negative"	"70-1400"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Creek_2013_CMMmzxml_negFCME_1"	"Creek_2013_CMMmzxml_negFCME_1.mzXML"	"Data transformation"	""	"Creek_2013_CMMmzMatch_output_neg.peakml"	"Metabolite identification"	""	"m_creek_2013_neg_cmm_metabolite profiling_mass spectrometry_v2_maf.tsv"
"FCME_2"	"Extraction"	"Chloroform/methanol/water (1:3:1)"	""	""	"Chromatography"	"Thermo Scientific Dionex UltiMate LC system"	""	""	"FAMOS autosampler"	""	""	"ZIC-HILIC (5 µm, 150 mm × 4.6 mm; Merck Sequant)"	"HILIC"	"E. coli (fully labelled extract)"	"carbon-13 atom"	""	""	"Mass spectrometry"	"negative"	"70-1400"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Creek_2013_CMMmzxml_negFCME_2"	"Creek_2013_CMMmzxml_negFCME_2.mzXML"	"Data transformation"	""	"Creek_2013_CMMmzMatch_output_neg.peakml"	"Metabolite identification"	""	"m_creek_2013_neg_cmm_metabolite profiling_mass spectrometry_v2_maf.tsv"
"FCME_3"	"Extraction"	"Chloroform/methanol/water (1:3:1)"	""	""	"Chromatography"	"Thermo Scientific Dionex UltiMate LC system"	""	""	"FAMOS autosampler"	""	""	"ZIC-HILIC (5 µm, 150 mm × 4.6 mm; Merck Sequant)"	"HILIC"	"E. coli (fully labelled extract)"	"carbon-13 atom"	""	""	"Mass spectrometry"	"negative"	"70-1400"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Creek_2013_CMMmzxml_negFCME_3"	"Creek_2013_CMMmzxml_negFCME_3.mzXML"	"Data transformation"	""	"Creek_2013_CMMmzMatch_output_neg.peakml"	"Metabolite identification"	""	"m_creek_2013_neg_cmm_metabolite profiling_mass spectrometry_v2_maf.tsv"
"SCME2_3"	"Extraction"	"Chloroform/methanol/water (1:3:1)"	""	""	"Chromatography"	"Thermo Scientific Dionex UltiMate LC system"	""	""	"FAMOS autosampler"	""	""	"ZIC-HILIC (5 µm, 150 mm × 4.6 mm; Merck Sequant)"	"HILIC"	"E. coli (fully labelled extract)"	"carbon-13 atom"	""	""	"Mass spectrometry"	"negative"	"70-1400"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Creek_2013_CMMmzxml_negSCME2_3"	"Creek_2013_CMMmzxml_negSCME2_3.mzXML"	"Data transformation"	""	"Creek_2013_CMMmzMatch_output_neg.peakml"	"Metabolite identification"	""	"m_creek_2013_neg_cmm_metabolite profiling_mass spectrometry_v2_maf.tsv"
"SCME2_4"	"Extraction"	"Chloroform/methanol/water (1:3:1)"	""	""	"Chromatography"	"Thermo Scientific Dionex UltiMate LC system"	""	""	"FAMOS autosampler"	""	""	"ZIC-HILIC (5 µm, 150 mm × 4.6 mm; Merck Sequant)"	"HILIC"	"E. coli (fully labelled extract)"	"carbon-13 atom"	""	""	"Mass spectrometry"	"negative"	"70-1400"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Creek_2013_CMMmzxml_negSCME2_4"	"Creek_2013_CMMmzxml_negSCME2_4.mzXML"	"Data transformation"	""	"Creek_2013_CMMmzMatch_output_neg.peakml"	"Metabolite identification"	""	"m_creek_2013_neg_cmm_metabolite profiling_mass spectrometry_v2_maf.tsv"
"SCME2_5"	"Extraction"	"Chloroform/methanol/water (1:3:1)"	""	""	"Chromatography"	"Thermo Scientific Dionex UltiMate LC system"	""	""	"FAMOS autosampler"	""	""	"ZIC-HILIC (5 µm, 150 mm × 4.6 mm; Merck Sequant)"	"HILIC"	"E. coli (fully labelled extract)"	"carbon-13 atom"	""	""	"Mass spectrometry"	"negative"	"70-1400"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Creek_2013_CMMmzxml_negSCME2_5"	"Creek_2013_CMMmzxml_negSCME2_5.mzXML"	"Data transformation"	""	"Creek_2013_CMMmzMatch_output_neg.peakml"	"Metabolite identification"	""	"m_creek_2013_neg_cmm_metabolite profiling_mass spectrometry_v2_maf.tsv"
"SCME4_3"	"Extraction"	"Chloroform/methanol/water (1:3:1)"	""	""	"Chromatography"	"Thermo Scientific Dionex UltiMate LC system"	""	""	"FAMOS autosampler"	""	""	"ZIC-HILIC (5 µm, 150 mm × 4.6 mm; Merck Sequant)"	"HILIC"	"E. coli (fully labelled extract)"	"carbon-13 atom"	""	""	"Mass spectrometry"	"negative"	"70-1400"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Creek_2013_CMMmzxml_negSCME4_3"	"Creek_2013_CMMmzxml_negSCME4_3.mzXML"	"Data transformation"	""	"Creek_2013_CMMmzMatch_output_neg.peakml"	"Metabolite identification"	""	"m_creek_2013_neg_cmm_metabolite profiling_mass spectrometry_v2_maf.tsv"
"SCME4_4"	"Extraction"	"Chloroform/methanol/water (1:3:1)"	""	""	"Chromatography"	"Thermo Scientific Dionex UltiMate LC system"	""	""	"FAMOS autosampler"	""	""	"ZIC-HILIC (5 µm, 150 mm × 4.6 mm; Merck Sequant)"	"HILIC"	"E. coli (fully labelled extract)"	"carbon-13 atom"	""	""	"Mass spectrometry"	"negative"	"70-1400"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Creek_2013_CMMmzxml_negSCME4_4"	"Creek_2013_CMMmzxml_negSCME4_4.mzXML"	"Data transformation"	""	"Creek_2013_CMMmzMatch_output_neg.peakml"	"Metabolite identification"	""	"m_creek_2013_neg_cmm_metabolite profiling_mass spectrometry_v2_maf.tsv"
"SCME4_5"	"Extraction"	"Chloroform/methanol/water (1:3:1)"	""	""	"Chromatography"	"Thermo Scientific Dionex UltiMate LC system"	""	""	"FAMOS autosampler"	""	""	"ZIC-HILIC (5 µm, 150 mm × 4.6 mm; Merck Sequant)"	"HILIC"	"E. coli (fully labelled extract)"	"carbon-13 atom"	""	""	"Mass spectrometry"	"negative"	"70-1400"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Creek_2013_CMMmzxml_negSCME4_5"	"Creek_2013_CMMmzxml_negSCME4_5.mzXML"	"Data transformation"	""	"Creek_2013_CMMmzMatch_output_neg.peakml"	"Metabolite identification"	""	"m_creek_2013_neg_cmm_metabolite profiling_mass spectrometry_v2_maf.tsv"
"SCME4_6"	"Extraction"	"Chloroform/methanol/water (1:3:1)"	""	""	"Chromatography"	"Thermo Scientific Dionex UltiMate LC system"	""	""	"FAMOS autosampler"	""	""	"ZIC-HILIC (5 µm, 150 mm × 4.6 mm; Merck Sequant)"	"HILIC"	"E. coli (fully labelled extract)"	"carbon-13 atom"	""	""	"Mass spectrometry"	"negative"	"70-1400"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Creek_2013_CMMmzxml_negSCME4_6"	"Creek_2013_CMMmzxml_negSCME4_6.mzXML"	"Data transformation"	""	"Creek_2013_CMMmzMatch_output_neg.peakml"	"Metabolite identification"	""	"m_creek_2013_neg_cmm_metabolite profiling_mass spectrometry_v2_maf.tsv"
