"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Parameter Value[Guard column]"	"Term Source REF"	"Term Accession Number"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"0003_R"	"Extraction"	"Dilution 1:1 with water"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC HSS T3 VanGuard Pre-column (1.8 µm, 2.1 mm x 5 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"50-2000"	"Waters SYNAPT HDMS System"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"F056_0203_R_RP_neg"	"F056_0203_R_RP_neg.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_MS3_wine_storage_metabolite_profiling_v2_maf"
"0006_R"	"Extraction"	"Dilution 1:1 with water"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC HSS T3 VanGuard Pre-column (1.8 µm, 2.1 mm x 5 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"50-2000"	"Waters SYNAPT HDMS System"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight mass spectrometry"	""	""	"F025_0206_R_RP_neg"	"F025_0206_R_RP_neg.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_MS3_wine_storage_metabolite_profiling_v2_maf"
"0011_R"	"Extraction"	"Dilution 1:1 with water"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC HSS T3 VanGuard Pre-column (1.8 µm, 2.1 mm x 5 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"50-2000"	"Waters SYNAPT HDMS System"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight mass spectrometry"	""	""	"F012_0211_R_RP_neg"	"F012_0211_R_RP_neg.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_MS3_wine_storage_metabolite_profiling_v2_maf"
"0012_R"	"Extraction"	"Dilution 1:1 with water"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC HSS T3 VanGuard Pre-column (1.8 µm, 2.1 mm x 5 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"50-2000"	"Waters SYNAPT HDMS System"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight mass spectrometry"	""	""	"F017_0212_R_RP_neg"	"F017_0212_R_RP_neg.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_MS3_wine_storage_metabolite_profiling_v2_maf"
"0020_R"	"Extraction"	"Dilution 1:1 with water"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC HSS T3 VanGuard Pre-column (1.8 µm, 2.1 mm x 5 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"50-2000"	"Waters SYNAPT HDMS System"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight mass spectrometry"	""	""	"F047_0220_R_RP_neg"	"F047_0220_R_RP_neg.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_MS3_wine_storage_metabolite_profiling_v2_maf"
"1203_C"	"Extraction"	"Dilution 1:1 with water"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC HSS T3 VanGuard Pre-column (1.8 µm, 2.1 mm x 5 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"50-2000"	"Waters SYNAPT HDMS System"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight mass spectrometry"	""	""	"F040_1203_C_RP_neg"	"F040_1203_C_RP_neg.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_MS3_wine_storage_metabolite_profiling_v2_maf"
"1206_C"	"Extraction"	"Dilution 1:1 with water"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC HSS T3 VanGuard Pre-column (1.8 µm, 2.1 mm x 5 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"50-2000"	"Waters SYNAPT HDMS System"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight mass spectrometry"	""	""	"F045_1206_C_RP_neg"	"F045_1206_C_RP_neg.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_MS3_wine_storage_metabolite_profiling_v2_maf"
"1211_C"	"Extraction"	"Dilution 1:1 with water"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC HSS T3 VanGuard Pre-column (1.8 µm, 2.1 mm x 5 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"50-2000"	"Waters SYNAPT HDMS System"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight mass spectrometry"	""	""	"F060_1211_C_RP_neg"	"F060_1211_C_RP_neg.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_MS3_wine_storage_metabolite_profiling_v2_maf"
"1212_C"	"Extraction"	"Dilution 1:1 with water"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC HSS T3 VanGuard Pre-column (1.8 µm, 2.1 mm x 5 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"50-2000"	"Waters SYNAPT HDMS System"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight mass spectrometry"	""	""	"F033_1212_C_RP_neg"	"F033_1212_C_RP_neg.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_MS3_wine_storage_metabolite_profiling_v2_maf"
"1220_C"	"Extraction"	"Dilution 1:1 with water"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"ACQUITY UPLC HSS T3 VanGuard Pre-column (1.8 µm, 2.1 mm x 5 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"50-2000"	"Waters SYNAPT HDMS System"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight mass spectrometry"	""	""	"F018_1220_C_RP_neg"	"F018_1220_C_RP_neg.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_MS3_wine_storage_metabolite_profiling_v2_maf"
