"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"GMS224_A"	"Extraction"	"80 °C ethanol"	"none"	"n/a"	"Chromatography"	"Thermo Scientific Dionex UltiMate 3000 RSLC System"	""	""	"ZIC-pHILIC (5 µm, 4.6 mm x 150 mm; Merck Sequant)"	"HILIC"	"n/a"	"n/a"	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Thermo Scientific LTQ Orbitrap"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"GMS224_A"	"GMS224_A.raw"	"Data transformation"	"n/a"	"GMS224_A.mzxml"	"Metabolite identification"	"n/a"	"m_DFMO_low_nect_plosntds_mass_spectrometry_v2_maf.tsv"
"GMS225_A"	"Extraction"	"80 °C ethanol"	"none"	"n/a"	"Chromatography"	"Thermo Scientific Dionex UltiMate 3000 RSLC System"	""	""	"ZIC-pHILIC (5 µm, 4.6 mm x 150 mm; Merck Sequant)"	"HILIC"	"n/a"	"n/a"	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Thermo Scientific LTQ Orbitrap"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"GMS225_A"	"GMS225_A.raw"	"Data transformation"	"n/a"	"GMS225_A.mzxml"	"Metabolite identification"	"n/a"	"m_DFMO_low_nect_plosntds_mass_spectrometry_v2_maf.tsv"
"GMS226_A"	"Extraction"	"80 °C ethanol"	"none"	"n/a"	"Chromatography"	"Thermo Scientific Dionex UltiMate 3000 RSLC System"	""	""	"ZIC-pHILIC (5 µm, 4.6 mm x 150 mm; Merck Sequant)"	"HILIC"	"n/a"	"n/a"	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Thermo Scientific LTQ Orbitrap"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"GMS226_A"	"GMS226_A.raw"	"Data transformation"	"n/a"	"GMS226_A.mzxml"	"Metabolite identification"	"n/a"	"m_DFMO_low_nect_plosntds_mass_spectrometry_v2_maf.tsv"
"GMS227_A"	"Extraction"	"80 °C ethanol"	"none"	"n/a"	"Chromatography"	"Thermo Scientific Dionex UltiMate 3000 RSLC System"	""	""	"ZIC-pHILIC (5 µm, 4.6 mm x 150 mm; Merck Sequant)"	"HILIC"	"n/a"	"n/a"	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Thermo Scientific LTQ Orbitrap"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"GMS227_A"	"GMS227_A.raw"	"Data transformation"	"n/a"	"GMS227_A.mzxml"	"Metabolite identification"	"n/a"	"m_DFMO_low_nect_plosntds_mass_spectrometry_v2_maf.tsv"
"GMS228"	"Extraction"	"80 °C ethanol"	"none"	"n/a"	"Chromatography"	"Thermo Scientific Dionex UltiMate 3000 RSLC System"	""	""	"ZIC-pHILIC (5 µm, 4.6 mm x 150 mm; Merck Sequant)"	"HILIC"	"n/a"	"n/a"	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Thermo Scientific LTQ Orbitrap"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"GMS228"	"GMS228.raw"	"Data transformation"	"n/a"	"GMS228.mzxml"	"Metabolite identification"	"n/a"	"m_DFMO_low_nect_plosntds_mass_spectrometry_v2_maf.tsv"
"GMS229"	"Extraction"	"80 °C ethanol"	"none"	"n/a"	"Chromatography"	"Thermo Scientific Dionex UltiMate 3000 RSLC System"	""	""	"ZIC-pHILIC (5 µm, 4.6 mm x 150 mm; Merck Sequant)"	"HILIC"	"n/a"	"n/a"	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Thermo Scientific LTQ Orbitrap"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"GMS229"	"GMS229.raw"	"Data transformation"	"n/a"	"GMS229.mzxml"	"Metabolite identification"	"n/a"	"m_DFMO_low_nect_plosntds_mass_spectrometry_v2_maf.tsv"
"GMS230"	"Extraction"	"80 °C ethanol"	"none"	"n/a"	"Chromatography"	"Thermo Scientific Dionex UltiMate 3000 RSLC System"	""	""	"ZIC-pHILIC (5 µm, 4.6 mm x 150 mm; Merck Sequant)"	"HILIC"	"n/a"	"n/a"	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Thermo Scientific LTQ Orbitrap"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"GMS230"	"GMS230.raw"	"Data transformation"	"n/a"	"GMS230.mzxml"	"Metabolite identification"	"n/a"	"m_DFMO_low_nect_plosntds_mass_spectrometry_v2_maf.tsv"
"GMS231"	"Extraction"	"80 °C ethanol"	"none"	"n/a"	"Chromatography"	"Thermo Scientific Dionex UltiMate 3000 RSLC System"	""	""	"ZIC-pHILIC (5 µm, 4.6 mm x 150 mm; Merck Sequant)"	"HILIC"	"n/a"	"n/a"	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Thermo Scientific LTQ Orbitrap"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"GMS231"	"GMS231.raw"	"Data transformation"	"n/a"	"GMS231.mzxml"	"Metabolite identification"	"n/a"	"m_DFMO_low_nect_plosntds_mass_spectrometry_v2_maf.tsv"
"GMS232"	"Extraction"	"80 °C ethanol"	"none"	"n/a"	"Chromatography"	"Thermo Scientific Dionex UltiMate 3000 RSLC System"	""	""	"ZIC-pHILIC (5 µm, 4.6 mm x 150 mm; Merck Sequant)"	"HILIC"	"n/a"	"n/a"	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Thermo Scientific LTQ Orbitrap"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"GMS232"	"GMS232.raw"	"Data transformation"	"n/a"	"GMS232.mzxml"	"Metabolite identification"	"n/a"	"m_DFMO_low_nect_plosntds_mass_spectrometry_v2_maf.tsv"
"GMS233"	"Extraction"	"80 °C ethanol"	"none"	"n/a"	"Chromatography"	"Thermo Scientific Dionex UltiMate 3000 RSLC System"	""	""	"ZIC-pHILIC (5 µm, 4.6 mm x 150 mm; Merck Sequant)"	"HILIC"	"n/a"	"n/a"	""	""	"Mass spectrometry"	"positive"	"50-1200"	"Thermo Scientific LTQ Orbitrap"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"GMS233"	"GMS233.raw"	"Data transformation"	"n/a"	"GMS233.mzxml"	"Metabolite identification"	"n/a"	"m_DFMO_low_nect_plosntds_mass_spectrometry_v2_maf.tsv"
