"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Autosampler model]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"Tps6_sample6"	"Extraction"	"95:5 (v/v) water:acetonitrile and 0.05 μg/ml deuterated biotin "	""	""	"Chromatography"	"Thermo Scientific Surveyor MS Pump Plus"	""	""	"Thermo Scientific Micro AS Autosampler"	""	""	"Synergi Fusion-RP 80 Å (4 µm, 2 mm x 150 mm; Phenomenex)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Thermo Scientific LTQ FT Ultra"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"Tps6_sample6"	"mtab_tps6_filter_FT_280.raw"	"Data transformation"	""	""	"Metabolite identification"	""	""
"Tps6_sample11"	"Extraction"	"95:5 (v/v) water:acetonitrile and 0.05 μg/ml deuterated biotin "	""	""	"Chromatography"	"Thermo Scientific Surveyor MS Pump Plus"	""	""	"Thermo Scientific Micro AS Autosampler"	""	""	"Synergi Fusion-RP 80 Å (4 µm, 2 mm x 150 mm; Phenomenex)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Thermo Scientific LTQ FT Ultra"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"Tps6_sample11"	"mtab_tps6_filter_FT_281.raw"	"Data transformation"	""	""	"Metabolite identification"	""	""
"Tps6_sample15"	"Extraction"	"95:5 (v/v) water:acetonitrile and 0.05 μg/ml deuterated biotin "	""	""	"Chromatography"	"Thermo Scientific Surveyor MS Pump Plus"	""	""	"Thermo Scientific Micro AS Autosampler"	""	""	"Synergi Fusion-RP 80 Å (4 µm, 2 mm x 150 mm; Phenomenex)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Thermo Scientific LTQ FT Ultra"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"Tps6_sample15"	"mtab_tps6_filter_FT_282.raw"	"Data transformation"	""	""	"Metabolite identification"	""	""
"Tps6_sample5"	"Extraction"	"95:5 (v/v) water:acetonitrile and 0.05 μg/ml deuterated biotin "	""	""	"Chromatography"	"Thermo Scientific Surveyor MS Pump Plus"	""	""	"Thermo Scientific Micro AS Autosampler"	""	""	"Synergi Fusion-RP 80 Å (4 µm, 2 mm x 150 mm; Phenomenex)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Thermo Scientific LTQ FT Ultra"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"Tps6_sample19"	"mtab_tps6_filter_FT_300.raw"	"Data transformation"	""	""	"Metabolite identification"	""	""
"Tps6_sample24"	"Extraction"	"95:5 (v/v) water:acetonitrile and 0.05 μg/ml deuterated biotin "	""	""	"Chromatography"	"Thermo Scientific Surveyor MS Pump Plus"	""	""	"Thermo Scientific Micro AS Autosampler"	""	""	"Synergi Fusion-RP 80 Å (4 µm, 2 mm x 150 mm; Phenomenex)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Thermo Scientific LTQ FT Ultra"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"Tps6_sample14"	"mtab_tps6_filter_FT_301.raw"	"Data transformation"	""	""	"Metabolite identification"	""	""
"Tps6_sample2"	"Extraction"	"95:5 (v/v) water:acetonitrile and 0.05 μg/ml deuterated biotin "	""	""	"Chromatography"	"Thermo Scientific Surveyor MS Pump Plus"	""	""	"Thermo Scientific Micro AS Autosampler"	""	""	"Synergi Fusion-RP 80 Å (4 µm, 2 mm x 150 mm; Phenomenex)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Thermo Scientific LTQ FT Ultra"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"Tps6_sample8"	"mtab_tps6_filter_FT_302.raw"	"Data transformation"	""	""	"Metabolite identification"	""	""
"Tps6_sample7"	"Extraction"	"95:5 (v/v) water:acetonitrile and 0.05 μg/ml deuterated biotin "	""	""	"Chromatography"	"Thermo Scientific Surveyor MS Pump Plus"	""	""	"Thermo Scientific Micro AS Autosampler"	""	""	"Synergi Fusion-RP 80 Å (4 µm, 2 mm x 150 mm; Phenomenex)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Thermo Scientific LTQ FT Ultra"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"Tps6_sample5"	"mtab_tps6_filter_FT_283.raw"	"Data transformation"	""	""	"Metabolite identification"	""	""
"Tps6_sample22"	"Extraction"	"95:5 (v/v) water:acetonitrile and 0.05 μg/ml deuterated biotin "	""	""	"Chromatography"	"Thermo Scientific Surveyor MS Pump Plus"	""	""	"Thermo Scientific Micro AS Autosampler"	""	""	"Synergi Fusion-RP 80 Å (4 µm, 2 mm x 150 mm; Phenomenex)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Thermo Scientific LTQ FT Ultra"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"Tps6_sample24"	"mtab_tps6_filter_FT_284.raw"	"Data transformation"	""	""	"Metabolite identification"	""	""
"Tps6_sample20"	"Extraction"	"95:5 (v/v) water:acetonitrile and 0.05 μg/ml deuterated biotin "	""	""	"Chromatography"	"Thermo Scientific Surveyor MS Pump Plus"	""	""	"Thermo Scientific Micro AS Autosampler"	""	""	"Synergi Fusion-RP 80 Å (4 µm, 2 mm x 150 mm; Phenomenex)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Thermo Scientific LTQ FT Ultra"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"Tps6_sample2"	"mtab_tps6_filter_FT_285.raw"	"Data transformation"	""	""	"Metabolite identification"	""	""
"Tps6_sample23"	"Extraction"	"95:5 (v/v) water:acetonitrile and 0.05 μg/ml deuterated biotin "	""	""	"Chromatography"	"Thermo Scientific Surveyor MS Pump Plus"	""	""	"Thermo Scientific Micro AS Autosampler"	""	""	"Synergi Fusion-RP 80 Å (4 µm, 2 mm x 150 mm; Phenomenex)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"100-1000"	"Thermo Scientific LTQ FT Ultra"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"Tps6_sample7"	"mtab_tps6_filter_FT_287.raw"	"Data transformation"	""	""	"Metabolite identification"	""	""
