"Sample Name"	"Protocol REF"	"Parameter Value[Extraction Method]"	"Extract Name"	"Protocol REF"	"Parameter Value[NMR tube type]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Solvent]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Sample pH]"	"Parameter Value[Temperature]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[NMR Probe]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Number of transients]"	"Parameter Value[Pulse sequence name]"	"Parameter Value[Magnetic field strength]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Acquisition Parameter Data File"	"Protocol REF"	"NMR Assay Name"	"Free Induction Decay Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"QC1"	"Extraction"	"CHCl3/Methanol/Water"	""	"NMR sample"	"5 mm short"	""	""	"CDCL3"	""	""	""	"298"	"kelvin"	"UO"	"http://purl.obolibrary.org/obo/UO_0000012"	""	"hydrogen molecular entity"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_33608"	"NMR spectroscopy"	"Bruker AVANCE III HD 700 MHz spectrometer"	""	""	"5 mm CPQCI 1H/19F-13C/15N/D Z-GRD"	""	""	"128"	"1D 1H spectrum (zg)"	"16.4"	"tesla"	"UO"	"http://purl.obolibrary.org/obo/UO_0000228"	"acqus1.txt"	"NMR assay"	"17_QC1"	"17_QC1.zip"	"Data transformation"	"Total sum"	"17_QC1.zip"	"Metabolite identification"	""	"m_mtbls643_NMR_spectroscopy_v2_maf.tsv"
"15.2695.49"	"Extraction"	"CHCl3/Methanol/Water"	""	"NMR sample"	"5 mm short"	""	""	"CDCL3"	""	""	""	"298"	"kelvin"	"UO"	"http://purl.obolibrary.org/obo/UO_0000012"	""	"hydrogen molecular entity"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_33608"	"NMR spectroscopy"	"Bruker AVANCE III HD 700 MHz spectrometer"	""	""	"5 mm CPQCI 1H/19F-13C/15N/D Z-GRD"	""	""	"128"	"1D 1H spectrum (zg)"	"16.4"	"tesla"	"UO"	"http://purl.obolibrary.org/obo/UO_0000228"	"acqus1.txt"	"NMR assay"	"27_15.2695.49"	"27_15.2695.49.zip"	"Data transformation"	"Total sum"	"27_15.2695.49.zip"	"Metabolite identification"	""	"m_mtbls643_NMR_spectroscopy_v2_maf.tsv"
"15.2695.12"	"Extraction"	"CHCl3/Methanol/Water"	""	"NMR sample"	"5 mm short"	""	""	"CDCL3"	""	""	""	"298"	"kelvin"	"UO"	"http://purl.obolibrary.org/obo/UO_0000012"	""	"hydrogen molecular entity"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_33608"	"NMR spectroscopy"	"Bruker AVANCE III HD 700 MHz spectrometer"	""	""	"5 mm CPQCI 1H/19F-13C/15N/D Z-GRD"	""	""	"128"	"1D 1H spectrum (zg)"	"16.4"	"tesla"	"UO"	"http://purl.obolibrary.org/obo/UO_0000228"	"acqus1.txt"	"NMR assay"	"37_15.2695.12"	"37_15.2695.12.zip"	"Data transformation"	"Total sum"	"37_15.2695.12.zip"	"Metabolite identification"	""	"m_mtbls643_NMR_spectroscopy_v2_maf.tsv"
"15.2695.59"	"Extraction"	"CHCl3/Methanol/Water"	""	"NMR sample"	"5 mm short"	""	""	"CDCL3"	""	""	""	"298"	"kelvin"	"UO"	"http://purl.obolibrary.org/obo/UO_0000012"	""	"hydrogen molecular entity"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_33608"	"NMR spectroscopy"	"Bruker AVANCE III HD 700 MHz spectrometer"	""	""	"5 mm CPQCI 1H/19F-13C/15N/D Z-GRD"	""	""	"128"	"1D 1H spectrum (zg)"	"16.4"	"tesla"	"UO"	"http://purl.obolibrary.org/obo/UO_0000228"	"acqus1.txt"	"NMR assay"	"47_15.2695.59"	"47_15.2695.59.zip"	"Data transformation"	"Total sum"	"47_15.2695.59.zip"	"Metabolite identification"	""	"m_mtbls643_NMR_spectroscopy_v2_maf.tsv"
"15.2695.53"	"Extraction"	"CHCl3/Methanol/Water"	""	"NMR sample"	"5 mm short"	""	""	"CDCL3"	""	""	""	"298"	"kelvin"	"UO"	"http://purl.obolibrary.org/obo/UO_0000012"	""	"hydrogen molecular entity"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_33608"	"NMR spectroscopy"	"Bruker AVANCE III HD 700 MHz spectrometer"	""	""	"5 mm CPQCI 1H/19F-13C/15N/D Z-GRD"	""	""	"128"	"1D 1H spectrum (zg)"	"16.4"	"tesla"	"UO"	"http://purl.obolibrary.org/obo/UO_0000228"	"acqus1.txt"	"NMR assay"	"57_15.2695.53"	"57_15.2695.53.zip"	"Data transformation"	"Total sum"	"57_15.2695.53.zip"	"Metabolite identification"	""	"m_mtbls643_NMR_spectroscopy_v2_maf.tsv"
"QC2"	"Extraction"	"CHCl3/Methanol/Water"	""	"NMR sample"	"5 mm short"	""	""	"CDCL3"	""	""	""	"298"	"kelvin"	"UO"	"http://purl.obolibrary.org/obo/UO_0000012"	""	"hydrogen molecular entity"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_33608"	"NMR spectroscopy"	"Bruker AVANCE III HD 700 MHz spectrometer"	""	""	"5 mm CPQCI 1H/19F-13C/15N/D Z-GRD"	""	""	"128"	"1D 1H spectrum (zg)"	"16.4"	"tesla"	"UO"	"http://purl.obolibrary.org/obo/UO_0000228"	"acqus1.txt"	"NMR assay"	"70_QC2"	"70_QC2.zip"	"Data transformation"	"Total sum"	"70_QC2.zip"	"Metabolite identification"	""	"m_mtbls643_NMR_spectroscopy_v2_maf.tsv"
"15.2695.44"	"Extraction"	"CHCl3/Methanol/Water"	""	"NMR sample"	"5 mm short"	""	""	"CDCL3"	""	""	""	"298"	"kelvin"	"UO"	"http://purl.obolibrary.org/obo/UO_0000012"	""	"hydrogen molecular entity"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_33608"	"NMR spectroscopy"	"Bruker AVANCE III HD 700 MHz spectrometer"	""	""	"5 mm CPQCI 1H/19F-13C/15N/D Z-GRD"	""	""	"128"	"1D 1H spectrum (zg)"	"16.4"	"tesla"	"UO"	"http://purl.obolibrary.org/obo/UO_0000228"	"acqus1.txt"	"NMR assay"	"80_15.2695.44"	"80_15.2695.44.zip"	"Data transformation"	"Total sum"	"80_15.2695.44.zip"	"Metabolite identification"	""	"m_mtbls643_NMR_spectroscopy_v2_maf.tsv"
"15.2695.26"	"Extraction"	"CHCl3/Methanol/Water"	""	"NMR sample"	"5 mm short"	""	""	"CDCL3"	""	""	""	"298"	"kelvin"	"UO"	"http://purl.obolibrary.org/obo/UO_0000012"	""	"hydrogen molecular entity"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_33608"	"NMR spectroscopy"	"Bruker AVANCE III HD 700 MHz spectrometer"	""	""	"5 mm CPQCI 1H/19F-13C/15N/D Z-GRD"	""	""	"128"	"1D 1H spectrum (zg)"	"16.4"	"tesla"	"UO"	"http://purl.obolibrary.org/obo/UO_0000228"	"acqus1.txt"	"NMR assay"	"90_15.2695.26"	"90_15.2695.26.zip"	"Data transformation"	"Total sum"	"90_15.2695.26.zip"	"Metabolite identification"	""	"m_mtbls643_NMR_spectroscopy_v2_maf.tsv"
"15.2695.18"	"Extraction"	"CHCl3/Methanol/Water"	""	"NMR sample"	"5 mm short"	""	""	"CDCL3"	""	""	""	"298"	"kelvin"	"UO"	"http://purl.obolibrary.org/obo/UO_0000012"	""	"hydrogen molecular entity"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_33608"	"NMR spectroscopy"	"Bruker AVANCE III HD 700 MHz spectrometer"	""	""	"5 mm CPQCI 1H/19F-13C/15N/D Z-GRD"	""	""	"128"	"1D 1H spectrum (zg)"	"16.4"	"tesla"	"UO"	"http://purl.obolibrary.org/obo/UO_0000228"	"acqus1.txt"	"NMR assay"	"110_15.2695.18"	"110_15.2695.18.zip"	"Data transformation"	"Total sum"	"110_15.2695.18.zip"	"Metabolite identification"	""	"m_mtbls643_NMR_spectroscopy_v2_maf.tsv"
"QC3"	"Extraction"	"CHCl3/Methanol/Water"	""	"NMR sample"	"5 mm short"	""	""	"CDCL3"	""	""	""	"298"	"kelvin"	"UO"	"http://purl.obolibrary.org/obo/UO_0000012"	""	"hydrogen molecular entity"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_33608"	"NMR spectroscopy"	"Bruker AVANCE III HD 700 MHz spectrometer"	""	""	"5 mm CPQCI 1H/19F-13C/15N/D Z-GRD"	""	""	"128"	"1D 1H spectrum (zg)"	"16.4"	"tesla"	"UO"	"http://purl.obolibrary.org/obo/UO_0000228"	"acqus1.txt"	"NMR assay"	"130_QC3"	"130_QC3.zip"	"Data transformation"	"Total sum"	"130_QC3.zip"	"Metabolite identification"	""	"m_mtbls643_NMR_spectroscopy_v2_maf.tsv"
