"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Parameter Value[Guard column]"	"Term Source REF"	"Term Accession Number"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"MARESI8164"	"Extraction"	""	""	""	"Chromatography"	"Agilent 1100 Series HPLC System"	""	""	"XBridge BEH C18 (3.5 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"XBridge BEH C18 Sentry Guard Cartridge (3.5 µm, 2.1 mm x 10 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"50-3000"	"Bruker Esquire 3000"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	""	"MARESI8164"	"MARESI8164.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_mtbls52_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"MARESI8178"	"Extraction"	""	""	""	"Chromatography"	"Agilent 1100 Series HPLC System"	""	""	"XBridge BEH C18 (3.5 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"XBridge BEH C18 Sentry Guard Cartridge (3.5 µm, 2.1 mm x 10 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"50-3000"	"Bruker Esquire 3000"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	""	"MARESI8178"	"MARESI8178.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_mtbls52_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"MARESI8493"	"Extraction"	""	""	""	"Chromatography"	"Agilent 1100 Series HPLC System"	""	""	"XBridge BEH C18 (3.5 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"XBridge BEH C18 Sentry Guard Cartridge (3.5 µm, 2.1 mm x 10 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"50-3000"	"Bruker Esquire 3000"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	""	"MARESI8493"	"MARESI8493.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_mtbls52_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"MARESI8500"	"Extraction"	""	""	""	"Chromatography"	"Agilent 1100 Series HPLC System"	""	""	"XBridge BEH C18 (3.5 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"XBridge BEH C18 Sentry Guard Cartridge (3.5 µm, 2.1 mm x 10 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"50-3000"	"Bruker Esquire 3000"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	""	"MARESI8500"	"MARESI8500.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_mtbls52_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"MARESI8654"	"Extraction"	""	""	""	"Chromatography"	"Agilent 1100 Series HPLC System"	""	""	"XBridge BEH C18 (3.5 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"XBridge BEH C18 Sentry Guard Cartridge (3.5 µm, 2.1 mm x 10 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"50-3000"	"Bruker Esquire 3000"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	""	"MARESI8654"	"MARESI8654.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_mtbls52_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"MARESI8661"	"Extraction"	""	""	""	"Chromatography"	"Agilent 1100 Series HPLC System"	""	""	"XBridge BEH C18 (3.5 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"XBridge BEH C18 Sentry Guard Cartridge (3.5 µm, 2.1 mm x 10 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"50-3000"	"Bruker Esquire 3000"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	""	"MARESI8661"	"MARESI8661.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_mtbls52_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"MARESI9146"	"Extraction"	""	""	""	"Chromatography"	"Agilent 1100 Series HPLC System"	""	""	"XBridge BEH C18 (3.5 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"XBridge BEH C18 Sentry Guard Cartridge (3.5 µm, 2.1 mm x 10 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"50-3000"	"Bruker Esquire 3000"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	""	"MARESI9146"	"MARESI9146.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_mtbls52_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"MARESI9151"	"Extraction"	""	""	""	"Chromatography"	"Agilent 1100 Series HPLC System"	""	""	"XBridge BEH C18 (3.5 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"XBridge BEH C18 Sentry Guard Cartridge (3.5 µm, 2.1 mm x 10 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"50-3000"	"Bruker Esquire 3000"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	""	"MARESI9151"	"MARESI9151.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_mtbls52_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"HARMAL10806"	"Extraction"	""	""	""	"Chromatography"	"Agilent 1100 Series HPLC System"	""	""	"XBridge BEH C18 (3.5 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"XBridge BEH C18 Sentry Guard Cartridge (3.5 µm, 2.1 mm x 10 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"50-3000"	"Bruker Esquire 3000"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	""	"HARMAL10806"	"HARMAL10806.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_mtbls52_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"HARMAL10811"	"Extraction"	""	""	""	"Chromatography"	"Agilent 1100 Series HPLC System"	""	""	"XBridge BEH C18 (3.5 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"XBridge BEH C18 Sentry Guard Cartridge (3.5 µm, 2.1 mm x 10 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"50-3000"	"Bruker Esquire 3000"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	""	"HARMAL10811"	"HARMAL10811.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_mtbls52_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"HARMAL10816"	"Extraction"	""	""	""	"Chromatography"	"Agilent 1100 Series HPLC System"	""	""	"XBridge BEH C18 (3.5 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"XBridge BEH C18 Sentry Guard Cartridge (3.5 µm, 2.1 mm x 10 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"alternating"	"50-3000"	"Bruker Esquire 3000"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	""	"HARMAL10816"	"HARMAL10816.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_mtbls52_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"HARMAL10986"	"Extraction"	""	""	""	"Chromatography"	"Agilent 1100 Series HPLC System"	""	""	"XBridge BEH C18 (3.5 μm, 2.1 mm x 150 mm; Waters)"	"reverse phase"	"XBridge BEH C18 Sentry Guard Cartridge (3.5 µm, 2.1 mm x 10 mm; Waters)"	""	""	""	""	""	""	"Mass spectrometry"	"alternating"	"50-3000"	"Bruker Esquire 3000"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	""	"HARMAL10986"	"HARMAL10986.zip"	"Data transformation"	""	"derived spectral data files.xls"	"Metabolite identification"	""	"m_mtbls52_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
