"Sample Name"	"Protocol REF"	"Parameter Value[Extraction Method]"	"Extract Name"	"Protocol REF"	"Parameter Value[NMR tube type]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Solvent]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Sample pH]"	"Parameter Value[Temperature]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[NMR Probe]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Number of transients]"	"Parameter Value[Pulse sequence name]"	"Parameter Value[Magnetic field strength]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Acquisition Parameter Data File"	"Protocol REF"	"NMR Assay Name"	"Free Induction Decay Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"breast cancer_IP3R 1"	"Extraction"	"NA"	"NA"	"NMR sample"	"5 mm standard"	""	""	"D2O + 0.35 mM TSP"	""	""	"7.4"	"300"	"kelvin"	"UO"	"http://purl.obolibrary.org/obo/UO_0000012"	"NA"	"hydrogen molecular entity"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_33608"	"NMR spectrocopy"	"Bruker AVANCE III 800 MHz spectrometer"	""	""	"5 mm CPTCI 1H-13C/15N/D Z-GRD"	""	""	"64"	"1D CPMG with presaturation (cpmgpr1d)"	"18.8"	"tesla"	"UO"	"http://purl.obolibrary.org/obo/UO_0000228"	""	"NMR assay"	"low IP3R 1"	"breast cancer_1.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bc_ip3r_metabolite_profiling_NMR_spectroscopy_v2_maf.tsv"
"breast cancer_IP3R 2"	"Extraction"	"NA"	"NA"	"NMR sample"	"5 mm standard"	""	""	"D2O + 0.35 mM TSP"	""	""	"7.4"	"300"	"kelvin"	"UO"	"http://purl.obolibrary.org/obo/UO_0000012"	"NA"	"hydrogen molecular entity"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_33608"	"NMR spectrocopy"	"Bruker AVANCE III 800 MHz spectrometer"	""	""	"5 mm CPTCI 1H-13C/15N/D Z-GRD"	""	""	"64"	"1D CPMG with presaturation (cpmgpr1d)"	"18.8"	"tesla"	"UO"	"http://purl.obolibrary.org/obo/UO_0000228"	""	"NMR assay"	"low IP3R 2"	"breast cancer_2.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bc_ip3r_metabolite_profiling_NMR_spectroscopy_v2_maf.tsv"
"breast cancer_IP3R 3"	"Extraction"	"NA"	"NA"	"NMR sample"	"5 mm standard"	""	""	"D2O + 0.35 mM TSP"	""	""	"7.4"	"300"	"kelvin"	"UO"	"http://purl.obolibrary.org/obo/UO_0000012"	"NA"	"hydrogen molecular entity"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_33608"	"NMR spectrocopy"	"Bruker AVANCE III 800 MHz spectrometer"	""	""	"5 mm CPTCI 1H-13C/15N/D Z-GRD"	""	""	"64"	"1D CPMG with presaturation (cpmgpr1d)"	"18.8"	"tesla"	"UO"	"http://purl.obolibrary.org/obo/UO_0000228"	""	"NMR assay"	"low IP3R 3"	"breast cancer_3.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bc_ip3r_metabolite_profiling_NMR_spectroscopy_v2_maf.tsv"
"breast cancer_IP3R 4"	"Extraction"	"NA"	"NA"	"NMR sample"	"5 mm standard"	""	""	"D2O + 0.35 mM TSP"	""	""	"7.4"	"300"	"kelvin"	"UO"	"http://purl.obolibrary.org/obo/UO_0000012"	"NA"	"hydrogen molecular entity"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_33608"	"NMR spectrocopy"	"Bruker AVANCE III 800 MHz spectrometer"	""	""	"5 mm CPTCI 1H-13C/15N/D Z-GRD"	""	""	"64"	"1D CPMG with presaturation (cpmgpr1d)"	"18.8"	"tesla"	"UO"	"http://purl.obolibrary.org/obo/UO_0000228"	""	"NMR assay"	"low IP3R 4"	"breast cancer_4.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bc_ip3r_metabolite_profiling_NMR_spectroscopy_v2_maf.tsv"
"breast cancer_IP3R 5"	"Extraction"	"NA"	"NA"	"NMR sample"	"5 mm standard"	""	""	"D2O + 0.35 mM TSP"	""	""	"7.4"	"300"	"kelvin"	"UO"	"http://purl.obolibrary.org/obo/UO_0000012"	"NA"	"hydrogen molecular entity"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_33608"	"NMR spectrocopy"	"Bruker AVANCE III 800 MHz spectrometer"	""	""	"5 mm CPTCI 1H-13C/15N/D Z-GRD"	""	""	"64"	"1D CPMG with presaturation (cpmgpr1d)"	"18.8"	"tesla"	"UO"	"http://purl.obolibrary.org/obo/UO_0000228"	""	"NMR assay"	"low IP3R 5"	"breast cancer_5.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bc_ip3r_metabolite_profiling_NMR_spectroscopy_v2_maf.tsv"
"breast cancer_IP3R 6"	"Extraction"	"NA"	"NA"	"NMR sample"	"5 mm standard"	""	""	"D2O + 0.35 mM TSP"	""	""	"7.4"	"300"	"kelvin"	"UO"	"http://purl.obolibrary.org/obo/UO_0000012"	"NA"	"hydrogen molecular entity"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_33608"	"NMR spectrocopy"	"Bruker AVANCE III 800 MHz spectrometer"	""	""	"5 mm CPTCI 1H-13C/15N/D Z-GRD"	""	""	"64"	"1D CPMG with presaturation (cpmgpr1d)"	"18.8"	"tesla"	"UO"	"http://purl.obolibrary.org/obo/UO_0000228"	""	"NMR assay"	"low IP3R 6"	"breast cancer_6.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bc_ip3r_metabolite_profiling_NMR_spectroscopy_v2_maf.tsv"
"breast cancer_IP3R 7"	"Extraction"	"NA"	"NA"	"NMR sample"	"5 mm standard"	""	""	"D2O + 0.35 mM TSP"	""	""	"7.4"	"300"	"kelvin"	"UO"	"http://purl.obolibrary.org/obo/UO_0000012"	"NA"	"hydrogen molecular entity"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_33608"	"NMR spectrocopy"	"Bruker AVANCE III 800 MHz spectrometer"	""	""	"5 mm CPTCI 1H-13C/15N/D Z-GRD"	""	""	"64"	"1D CPMG with presaturation (cpmgpr1d)"	"18.8"	"tesla"	"UO"	"http://purl.obolibrary.org/obo/UO_0000228"	""	"NMR assay"	"low IP3R 7"	"breast cancer_7.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bc_ip3r_metabolite_profiling_NMR_spectroscopy_v2_maf.tsv"
"breast cancer_IP3R 8"	"Extraction"	"NA"	"NA"	"NMR sample"	"5 mm standard"	""	""	"D2O + 0.35 mM TSP"	""	""	"7.4"	"300"	"kelvin"	"UO"	"http://purl.obolibrary.org/obo/UO_0000012"	"NA"	"hydrogen molecular entity"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_33608"	"NMR spectrocopy"	"Bruker AVANCE III 800 MHz spectrometer"	""	""	"5 mm CPTCI 1H-13C/15N/D Z-GRD"	""	""	"64"	"1D CPMG with presaturation (cpmgpr1d)"	"18.8"	"tesla"	"UO"	"http://purl.obolibrary.org/obo/UO_0000228"	""	"NMR assay"	"high IP3R 8"	"breast cancer_8.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bc_ip3r_metabolite_profiling_NMR_spectroscopy_v2_maf.tsv"
"breast cancer_IP3R 9"	"Extraction"	"NA"	"NA"	"NMR sample"	"5 mm standard"	""	""	"D2O + 0.35 mM TSP"	""	""	"7.4"	"300"	"kelvin"	"UO"	"http://purl.obolibrary.org/obo/UO_0000012"	"NA"	"hydrogen molecular entity"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_33608"	"NMR spectrocopy"	"Bruker AVANCE III 800 MHz spectrometer"	""	""	"5 mm CPTCI 1H-13C/15N/D Z-GRD"	""	""	"64"	"1D CPMG with presaturation (cpmgpr1d)"	"18.8"	"tesla"	"UO"	"http://purl.obolibrary.org/obo/UO_0000228"	""	"NMR assay"	"high IP3R 9"	"breast cancer_9.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bc_ip3r_metabolite_profiling_NMR_spectroscopy_v2_maf.tsv"
"breast cancer_IP3R 10"	"Extraction"	"NA"	"NA"	"NMR sample"	"5 mm standard"	""	""	"D2O + 0.35 mM TSP"	""	""	"7.4"	"300"	"kelvin"	"UO"	"http://purl.obolibrary.org/obo/UO_0000012"	"NA"	"hydrogen molecular entity"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_33608"	"NMR spectrocopy"	"Bruker AVANCE III 800 MHz spectrometer"	""	""	"5 mm CPTCI 1H-13C/15N/D Z-GRD"	""	""	"64"	"1D CPMG with presaturation (cpmgpr1d)"	"18.8"	"tesla"	"UO"	"http://purl.obolibrary.org/obo/UO_0000228"	""	"NMR assay"	"high IP3R 10"	"breast cancer_10.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_bc_ip3r_metabolite_profiling_NMR_spectroscopy_v2_maf.tsv"
