"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"TQS-RLN-20140623-009"	"Extraction"	"100 µl water"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"Ascentis Express C18 (2.7 µm, 2.1 mm x 50 mm; Sigma-Aldrich)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-1000"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"TQS-RLN-20140623-009"	"TQS-RLN-20140623-009.raw"	"Data transformation"	""	"TQS-RLN-20140623-009.mzXML"	"Metabolite identification"	""	"m_mtbls225_serum_mass_spectrometry_v2_maf.tsv"
"TQS-RLN-20140623-010"	"Extraction"	"100 µl water"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"Ascentis Express C18 (2.7 µm, 2.1 mm x 50 mm; Sigma-Aldrich)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-1000"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"TQS-RLN-20140623-010"	"TQS-RLN-20140623-010.raw"	"Data transformation"	""	"TQS-RLN-20140623-010.mzXML"	"Metabolite identification"	""	"m_mtbls225_serum_mass_spectrometry_v2_maf.tsv"
"TQS-RLN-20140623-011"	"Extraction"	"100 µl water"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"Ascentis Express C18 (2.7 µm, 2.1 mm x 50 mm; Sigma-Aldrich)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-1000"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"TQS-RLN-20140623-011"	"TQS-RLN-20140623-011.raw"	"Data transformation"	""	"TQS-RLN-20140623-011.mzXML"	"Metabolite identification"	""	"m_mtbls225_serum_mass_spectrometry_v2_maf.tsv"
"TQS-RLN-20140623-012"	"Extraction"	"100 µl water"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"Ascentis Express C18 (2.7 µm, 2.1 mm x 50 mm; Sigma-Aldrich)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-1000"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"TQS-RLN-20140623-012"	"TQS-RLN-20140623-012.raw"	"Data transformation"	""	"TQS-RLN-20140623-012.mzXML"	"Metabolite identification"	""	"m_mtbls225_serum_mass_spectrometry_v2_maf.tsv"
"TQS-RLN-20140623-013"	"Extraction"	"100 µl water"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"Ascentis Express C18 (2.7 µm, 2.1 mm x 50 mm; Sigma-Aldrich)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-1000"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"TQS-RLN-20140623-013"	"TQS-RLN-20140623-013.raw"	"Data transformation"	""	"TQS-RLN-20140623-013.mzXML"	"Metabolite identification"	""	"m_mtbls225_serum_mass_spectrometry_v2_maf.tsv"
"TQS-RLN-20140623-014"	"Extraction"	"100 µl water"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"Ascentis Express C18 (2.7 µm, 2.1 mm x 50 mm; Sigma-Aldrich)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-1000"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"TQS-RLN-20140623-014"	"TQS-RLN-20140623-014.raw"	"Data transformation"	""	"TQS-RLN-20140623-014.mzXML"	"Metabolite identification"	""	"m_mtbls225_serum_mass_spectrometry_v2_maf.tsv"
"TQS-RLN-20140623-015"	"Extraction"	"100 µl water"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"Ascentis Express C18 (2.7 µm, 2.1 mm x 50 mm; Sigma-Aldrich)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-1000"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"TQS-RLN-20140623-015"	"TQS-RLN-20140623-015.raw"	"Data transformation"	""	"TQS-RLN-20140623-015.mzXML"	"Metabolite identification"	""	"m_mtbls225_serum_mass_spectrometry_v2_maf.tsv"
"TQS-RLN-20140623-016"	"Extraction"	"100 µl water"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"Ascentis Express C18 (2.7 µm, 2.1 mm x 50 mm; Sigma-Aldrich)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-1000"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"TQS-RLN-20140623-016"	"TQS-RLN-20140623-016.raw"	"Data transformation"	""	"TQS-RLN-20140623-016.mzXML"	"Metabolite identification"	""	"m_mtbls225_serum_mass_spectrometry_v2_maf.tsv"
"TQS-RLN-20140623-017"	"Extraction"	"100 µl water"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"Ascentis Express C18 (2.7 µm, 2.1 mm x 50 mm; Sigma-Aldrich)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-1000"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"TQS-RLN-20140623-017"	"TQS-RLN-20140623-017.raw"	"Data transformation"	""	"TQS-RLN-20140623-017.mzXML"	"Metabolite identification"	""	"m_mtbls225_serum_mass_spectrometry_v2_maf.tsv"
"TQS-RLN-20140623-018"	"Extraction"	"100 µl water"	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"Ascentis Express C18 (2.7 µm, 2.1 mm x 50 mm; Sigma-Aldrich)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"50-1000"	"Waters Xevo TQ-S"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"triple quadrupole"	""	""	"TQS-RLN-20140623-018"	"TQS-RLN-20140623-018.raw"	"Data transformation"	""	"TQS-RLN-20140623-018.mzXML"	"Metabolite identification"	""	"m_mtbls225_serum_mass_spectrometry_v2_maf.tsv"
