"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Parameter Value[Guard column]"	"Term Source REF"	"Term Accession Number"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"F_KO_1"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex UltiMate 3000 RSLCnano System"	""	""	"ReproSil-Pur Basic-C18 (2.4 µm, 0.5 mm x 150 mm; Dr. Maisch)"	"reverse phase"	"KrudKatcher Ultra (Phenomenex)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"250-1000"	"Thermo Scientific LTQ Orbitrap Discovery"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"F_KO_1"	"F_KO_1.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	""
"F_KO_2"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex UltiMate 3000 RSLCnano System"	""	""	"ReproSil-Pur Basic-C18 (2.4 µm, 0.5 mm x 150 mm; Dr. Maisch)"	"reverse phase"	"KrudKatcher Ultra (Phenomenex)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"250-1000"	"Thermo Scientific LTQ Orbitrap Discovery"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"F_KO_2"	"F_KO_2.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	""
"F_KO_3"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex UltiMate 3000 RSLCnano System"	""	""	"ReproSil-Pur Basic-C18 (2.4 µm, 0.5 mm x 150 mm; Dr. Maisch)"	"reverse phase"	"KrudKatcher Ultra (Phenomenex)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"250-1000"	"Thermo Scientific LTQ Orbitrap Discovery"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"F_KO_3"	"F_KO_3.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	""
"F_KO_4"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex UltiMate 3000 RSLCnano System"	""	""	"ReproSil-Pur Basic-C18 (2.4 µm, 0.5 mm x 150 mm; Dr. Maisch)"	"reverse phase"	"KrudKatcher Ultra (Phenomenex)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"250-1000"	"Thermo Scientific LTQ Orbitrap Discovery"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"F_KO_4"	"F_KO_4.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	""
"F_KO_5"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex UltiMate 3000 RSLCnano System"	""	""	"ReproSil-Pur Basic-C18 (2.4 µm, 0.5 mm x 150 mm; Dr. Maisch)"	"reverse phase"	"KrudKatcher Ultra (Phenomenex)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"250-1000"	"Thermo Scientific LTQ Orbitrap Discovery"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"F_KO_5"	"F_KO_5.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	""
"F_KO_6"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex UltiMate 3000 RSLCnano System"	""	""	"ReproSil-Pur Basic-C18 (2.4 µm, 0.5 mm x 150 mm; Dr. Maisch)"	"reverse phase"	"KrudKatcher Ultra (Phenomenex)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"250-1000"	"Thermo Scientific LTQ Orbitrap Discovery"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"F_KO_6"	"F_KO_6.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	""
"F_KO_7"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex UltiMate 3000 RSLCnano System"	""	""	"ReproSil-Pur Basic-C18 (2.4 µm, 0.5 mm x 150 mm; Dr. Maisch)"	"reverse phase"	"KrudKatcher Ultra (Phenomenex)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"250-1000"	"Thermo Scientific LTQ Orbitrap Discovery"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"F_KO_7"	"F_KO_7.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	""
"M_KO_1"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex UltiMate 3000 RSLCnano System"	""	""	"ReproSil-Pur Basic-C18 (2.4 µm, 0.5 mm x 150 mm; Dr. Maisch)"	"reverse phase"	"KrudKatcher Ultra (Phenomenex)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"250-1000"	"Thermo Scientific LTQ Orbitrap Discovery"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"M_KO_1"	"M_KO_1.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	""
"M_KO_2"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex UltiMate 3000 RSLCnano System"	""	""	"ReproSil-Pur Basic-C18 (2.4 µm, 0.5 mm x 150 mm; Dr. Maisch)"	"reverse phase"	"KrudKatcher Ultra (Phenomenex)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"250-1000"	"Thermo Scientific LTQ Orbitrap Discovery"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"M_KO_2"	"M_KO_2.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	""
"M_KO_3"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex UltiMate 3000 RSLCnano System"	""	""	"ReproSil-Pur Basic-C18 (2.4 µm, 0.5 mm x 150 mm; Dr. Maisch)"	"reverse phase"	"KrudKatcher Ultra (Phenomenex)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"250-1000"	"Thermo Scientific LTQ Orbitrap Discovery"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"M_KO_3"	"M_KO_3.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	""
