"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Parameter Value[Guard column]"	"Term Source REF"	"Term Accession Number"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"HEK293/rABCC6(control)-3"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex UltiMate 3000 RSLCnano System"	""	""	"ReproSil-Pur Basic-C18 (2.4 µm, 0.5 mm x 150 mm; Dr. Maisch)"	"reverse phase"	"KrudKatcher Ultra (Phenomenex)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"250-1000"	"Thermo Scientific LTQ Orbitrap Discovery"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"HEK293/rABCC6(control)-3"	"66(control)-24-3.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	"m_plasma_metabolite profiling_mass spectrometry_v2_maf.tsv"
"HEK293/rABCC6(control)-2"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex UltiMate 3000 RSLCnano System"	""	""	"ReproSil-Pur Basic-C18 (2.4 µm, 0.5 mm x 150 mm; Dr. Maisch)"	"reverse phase"	"KrudKatcher Ultra (Phenomenex)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"250-1000"	"Thermo Scientific LTQ Orbitrap Discovery"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"HEK293/rABCC6(control)-2"	"66(control)-24-2.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	"m_plasma_metabolite profiling_mass spectrometry_v2_maf.tsv"
"HEK293/rABCC6(control)-1"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex UltiMate 3000 RSLCnano System"	""	""	"ReproSil-Pur Basic-C18 (2.4 µm, 0.5 mm x 150 mm; Dr. Maisch)"	"reverse phase"	"KrudKatcher Ultra (Phenomenex)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"250-1000"	"Thermo Scientific LTQ Orbitrap Discovery"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"HEK293/rABCC6(control)-1"	"66(control)-24-1.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	"m_plasma_metabolite profiling_mass spectrometry_v2_maf.tsv"
"HEK293/rABCC6(ARL+AMPPCP)-3"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex UltiMate 3000 RSLCnano System"	""	""	"ReproSil-Pur Basic-C18 (2.4 µm, 0.5 mm x 150 mm; Dr. Maisch)"	"reverse phase"	"KrudKatcher Ultra (Phenomenex)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"250-1000"	"Thermo Scientific LTQ Orbitrap Discovery"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"HEK293/rABCC6(ARL+AMPPCP)-3"	"66(ARL-AMPCP)-24-3.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	"m_plasma_metabolite profiling_mass spectrometry_v2_maf.tsv"
"HEK293/rABCC6(ARL+AMPPCP)-2"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex UltiMate 3000 RSLCnano System"	""	""	"ReproSil-Pur Basic-C18 (2.4 µm, 0.5 mm x 150 mm; Dr. Maisch)"	"reverse phase"	"KrudKatcher Ultra (Phenomenex)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"250-1000"	"Thermo Scientific LTQ Orbitrap Discovery"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"HEK293/rABCC6(ARL+AMPPCP)-2"	"66(ARL-AMPCP)-24-2.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	"m_plasma_metabolite profiling_mass spectrometry_v2_maf.tsv"
"HEK293/rABCC6(ARL+AMPPCP)-1"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex UltiMate 3000 RSLCnano System"	""	""	"ReproSil-Pur Basic-C18 (2.4 µm, 0.5 mm x 150 mm; Dr. Maisch)"	"reverse phase"	"KrudKatcher Ultra (Phenomenex)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"250-1000"	"Thermo Scientific LTQ Orbitrap Discovery"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"HEK293/rABCC6(ARL+AMPPCP)-1"	"66(ARL-AMPCP)-24-1.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	"m_plasma_metabolite profiling_mass spectrometry_v2_maf.tsv"
"HEK293/hABCC6(control)-3"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex UltiMate 3000 RSLCnano System"	""	""	"ReproSil-Pur Basic-C18 (2.4 µm, 0.5 mm x 150 mm; Dr. Maisch)"	"reverse phase"	"KrudKatcher Ultra (Phenomenex)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"250-1000"	"Thermo Scientific LTQ Orbitrap Discovery"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"HEK293/hABCC6(control)-3"	"610(control)-24-3.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	"m_plasma_metabolite profiling_mass spectrometry_v2_maf.tsv"
"HEK293/hABCC6(control)-2"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex UltiMate 3000 RSLCnano System"	""	""	"ReproSil-Pur Basic-C18 (2.4 µm, 0.5 mm x 150 mm; Dr. Maisch)"	"reverse phase"	"KrudKatcher Ultra (Phenomenex)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"250-1000"	"Thermo Scientific LTQ Orbitrap Discovery"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"HEK293/hABCC6(control)-2"	"610(control)-24-2.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	"m_plasma_metabolite profiling_mass spectrometry_v2_maf.tsv"
"HEK293/hABCC6(control)-1"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex UltiMate 3000 RSLCnano System"	""	""	"ReproSil-Pur Basic-C18 (2.4 µm, 0.5 mm x 150 mm; Dr. Maisch)"	"reverse phase"	"KrudKatcher Ultra (Phenomenex)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"250-1000"	"Thermo Scientific LTQ Orbitrap Discovery"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"HEK293/hABCC6(control)-1"	"610(control)-24-1.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	"m_plasma_metabolite profiling_mass spectrometry_v2_maf.tsv"
"HEK293/hABCC6(ARL+AMPPCP)-3"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex UltiMate 3000 RSLCnano System"	""	""	"ReproSil-Pur Basic-C18 (2.4 µm, 0.5 mm x 150 mm; Dr. Maisch)"	"reverse phase"	"KrudKatcher Ultra (Phenomenex)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"250-1000"	"Thermo Scientific LTQ Orbitrap Discovery"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"HEK293/hABCC6(ARL+AMPPCP)-3"	"610(ARL-AMPCP)-24-3.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	"m_plasma_metabolite profiling_mass spectrometry_v2_maf.tsv"
"HEK293/hABCC6(ARL+AMPPCP)-2"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex UltiMate 3000 RSLCnano System"	""	""	"ReproSil-Pur Basic-C18 (2.4 µm, 0.5 mm x 150 mm; Dr. Maisch)"	"reverse phase"	"KrudKatcher Ultra (Phenomenex)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"250-1000"	"Thermo Scientific LTQ Orbitrap Discovery"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"HEK293/hABCC6(ARL+AMPPCP)-2"	"610(ARL-AMPCP)-24-2.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	"m_plasma_metabolite profiling_mass spectrometry_v2_maf.tsv"
"HEK293/hABCC6(ARL+AMPPCP)-1"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex UltiMate 3000 RSLCnano System"	""	""	"ReproSil-Pur Basic-C18 (2.4 µm, 0.5 mm x 150 mm; Dr. Maisch)"	"reverse phase"	"KrudKatcher Ultra (Phenomenex)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"250-1000"	"Thermo Scientific LTQ Orbitrap Discovery"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"HEK293/hABCC6(ARL+AMPPCP)-1"	"610(ARL-AMPCP)-24-1.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	"m_plasma_metabolite profiling_mass spectrometry_v2_maf.tsv"
"HEK293/GFP(control)-3"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex UltiMate 3000 RSLCnano System"	""	""	"ReproSil-Pur Basic-C18 (2.4 µm, 0.5 mm x 150 mm; Dr. Maisch)"	"reverse phase"	"KrudKatcher Ultra (Phenomenex)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"250-1000"	"Thermo Scientific LTQ Orbitrap Discovery"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"HEK293/GFP(control)-3"	"GFP(control)-24-3.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	"m_plasma_metabolite profiling_mass spectrometry_v2_maf.tsv"
"HEK293/GFP(control)-2"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex UltiMate 3000 RSLCnano System"	""	""	"ReproSil-Pur Basic-C18 (2.4 µm, 0.5 mm x 150 mm; Dr. Maisch)"	"reverse phase"	"KrudKatcher Ultra (Phenomenex)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"250-1000"	"Thermo Scientific LTQ Orbitrap Discovery"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"HEK293/GFP(control)-2"	"GFP(control)-24-2.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	"m_plasma_metabolite profiling_mass spectrometry_v2_maf.tsv"
"HEK293/GFP(control)-1"	"Extraction"	""	""	""	"Chromatography"	"Thermo Scientific Dionex UltiMate 3000 RSLCnano System"	""	""	"ReproSil-Pur Basic-C18 (2.4 µm, 0.5 mm x 150 mm; Dr. Maisch)"	"reverse phase"	"KrudKatcher Ultra (Phenomenex)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"250-1000"	"Thermo Scientific LTQ Orbitrap Discovery"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"HEK293/GFP(control)-1"	"GFP(control)-24-1.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	"m_plasma_metabolite profiling_mass spectrometry_v2_maf.tsv"
