"Sample Name"	"Protocol REF"	"Parameter Value[Extraction Method]"	"Extract Name"	"Protocol REF"	"Parameter Value[NMR tube type]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Solvent]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Sample pH]"	"Parameter Value[Temperature]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[NMR Probe]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Number of transients]"	"Parameter Value[Pulse sequence name]"	"Parameter Value[Magnetic field strength]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Acquisition Parameter Data File"	"Protocol REF"	"NMR Assay Name"	"Free Induction Decay Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"T1_G1R1"	"Extraction"	""	""	"NMR sample"	"5 mm standard"	""	""	"D2O"	""	""	"7.4"	"298"	"kelvin"	"UO"	"http://purl.obolibrary.org/obo/UO_0000012"	"1071"	"hydrogen molecular entity"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_33608"	"NMR spectroscopy"	"Bruker AVANCE II 700 MHz spectrometer"	""	""	"5 mm CPQCI 1H-31P/13C/15N/D Z-GRD"	""	""	"128"	"1D CPMG with presaturation (cpmgpr1d)"	"16.4"	"tesla"	"UO"	"http://purl.obolibrary.org/obo/UO_0000228"	"acqus.txt"	"NMR assay"	"T1_G1R1"	"1071.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mouse_metabolite_profiling_NMR_spectroscopy_v2_maf.tsv"
"T1_G1R2"	"Extraction"	""	""	"NMR sample"	"5 mm standard"	""	""	"D2O"	""	""	"7.4"	"298"	"kelvin"	"UO"	"http://purl.obolibrary.org/obo/UO_0000012"	"1151"	"hydrogen molecular entity"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_33608"	"NMR spectroscopy"	"Bruker AVANCE II 700 MHz spectrometer"	""	""	"5 mm CPQCI 1H-31P/13C/15N/D Z-GRD"	""	""	"128"	"1D CPMG with presaturation (cpmgpr1d)"	"16.4"	"tesla"	"UO"	"http://purl.obolibrary.org/obo/UO_0000228"	"acqus.txt"	"NMR assay"	"T1_G1R2"	"1151.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mouse_metabolite_profiling_NMR_spectroscopy_v2_maf.tsv"
"T1_G1R3"	"Extraction"	""	""	"NMR sample"	"5 mm standard"	""	""	"D2O"	""	""	"7.4"	"298"	"kelvin"	"UO"	"http://purl.obolibrary.org/obo/UO_0000012"	"1871"	"hydrogen molecular entity"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_33608"	"NMR spectroscopy"	"Bruker AVANCE II 700 MHz spectrometer"	""	""	"5 mm CPQCI 1H-31P/13C/15N/D Z-GRD"	""	""	"128"	"1D CPMG with presaturation (cpmgpr1d)"	"16.4"	"tesla"	"UO"	"http://purl.obolibrary.org/obo/UO_0000228"	"acqus.txt"	"NMR assay"	"T1_G1R3"	"1871.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mouse_metabolite_profiling_NMR_spectroscopy_v2_maf.tsv"
"T1_G1R4"	"Extraction"	""	""	"NMR sample"	"5 mm standard"	""	""	"D2O"	""	""	"7.4"	"298"	"kelvin"	"UO"	"http://purl.obolibrary.org/obo/UO_0000012"	"1421"	"hydrogen molecular entity"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_33608"	"NMR spectroscopy"	"Bruker AVANCE II 700 MHz spectrometer"	""	""	"5 mm CPQCI 1H-31P/13C/15N/D Z-GRD"	""	""	"128"	"1D CPMG with presaturation (cpmgpr1d)"	"16.4"	"tesla"	"UO"	"http://purl.obolibrary.org/obo/UO_0000228"	"acqus.txt"	"NMR assay"	"T1_G1R4"	"1421.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mouse_metabolite_profiling_NMR_spectroscopy_v2_maf.tsv"
"T1_G1R5"	"Extraction"	""	""	"NMR sample"	"5 mm standard"	""	""	"D2O"	""	""	"7.4"	"298"	"kelvin"	"UO"	"http://purl.obolibrary.org/obo/UO_0000012"	"1131"	"hydrogen molecular entity"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_33608"	"NMR spectroscopy"	"Bruker AVANCE II 700 MHz spectrometer"	""	""	"5 mm CPQCI 1H-31P/13C/15N/D Z-GRD"	""	""	"128"	"1D CPMG with presaturation (cpmgpr1d)"	"16.4"	"tesla"	"UO"	"http://purl.obolibrary.org/obo/UO_0000228"	"acqus.txt"	"NMR assay"	"T1_G1R5"	"1131.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mouse_metabolite_profiling_NMR_spectroscopy_v2_maf.tsv"
"T1_G1R6"	"Extraction"	""	""	"NMR sample"	"5 mm standard"	""	""	"D2O"	""	""	"7.4"	"298"	"kelvin"	"UO"	"http://purl.obolibrary.org/obo/UO_0000012"	"1481"	"hydrogen molecular entity"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_33608"	"NMR spectroscopy"	"Bruker AVANCE II 700 MHz spectrometer"	""	""	"5 mm CPQCI 1H-31P/13C/15N/D Z-GRD"	""	""	"128"	"1D CPMG with presaturation (cpmgpr1d)"	"16.4"	"tesla"	"UO"	"http://purl.obolibrary.org/obo/UO_0000228"	"acqus.txt"	"NMR assay"	"T1_G1R6"	"1481.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mouse_metabolite_profiling_NMR_spectroscopy_v2_maf.tsv"
"T1_G1R7"	"Extraction"	""	""	"NMR sample"	"5 mm standard"	""	""	"D2O"	""	""	"7.4"	"298"	"kelvin"	"UO"	"http://purl.obolibrary.org/obo/UO_0000012"	"2111"	"hydrogen molecular entity"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_33608"	"NMR spectroscopy"	"Bruker AVANCE II 700 MHz spectrometer"	""	""	"5 mm CPQCI 1H-31P/13C/15N/D Z-GRD"	""	""	"128"	"1D CPMG with presaturation (cpmgpr1d)"	"16.4"	"tesla"	"UO"	"http://purl.obolibrary.org/obo/UO_0000228"	"acqus.txt"	"NMR assay"	"T1_G1R7"	"2111.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mouse_metabolite_profiling_NMR_spectroscopy_v2_maf.tsv"
"T1_G1R8"	"Extraction"	""	""	"NMR sample"	"5 mm standard"	""	""	"D2O"	""	""	"7.4"	"298"	"kelvin"	"UO"	"http://purl.obolibrary.org/obo/UO_0000012"	"1391"	"hydrogen molecular entity"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_33608"	"NMR spectroscopy"	"Bruker AVANCE II 700 MHz spectrometer"	""	""	"5 mm CPQCI 1H-31P/13C/15N/D Z-GRD"	""	""	"128"	"1D CPMG with presaturation (cpmgpr1d)"	"16.4"	"tesla"	"UO"	"http://purl.obolibrary.org/obo/UO_0000228"	"acqus.txt"	"NMR assay"	"T1_G1R8"	"1391.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mouse_metabolite_profiling_NMR_spectroscopy_v2_maf.tsv"
"T1_G2R1"	"Extraction"	""	""	"NMR sample"	"5 mm standard"	""	""	"D2O"	""	""	"7.4"	"298"	"kelvin"	"UO"	"http://purl.obolibrary.org/obo/UO_0000012"	"1061"	"hydrogen molecular entity"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_33608"	"NMR spectroscopy"	"Bruker AVANCE II 700 MHz spectrometer"	""	""	"5 mm CPQCI 1H-31P/13C/15N/D Z-GRD"	""	""	"128"	"1D CPMG with presaturation (cpmgpr1d)"	"16.4"	"tesla"	"UO"	"http://purl.obolibrary.org/obo/UO_0000228"	"acqus.txt"	"NMR assay"	"T1_G2R1"	"1061.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mouse_metabolite_profiling_NMR_spectroscopy_v2_maf.tsv"
"T1_G2R2"	"Extraction"	""	""	"NMR sample"	"5 mm standard"	""	""	"D2O"	""	""	"7.4"	"298"	"kelvin"	"UO"	"http://purl.obolibrary.org/obo/UO_0000012"	"2211"	"hydrogen molecular entity"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_33608"	"NMR spectroscopy"	"Bruker AVANCE II 700 MHz spectrometer"	""	""	"5 mm CPQCI 1H-31P/13C/15N/D Z-GRD"	""	""	"128"	"1D CPMG with presaturation (cpmgpr1d)"	"16.4"	"tesla"	"UO"	"http://purl.obolibrary.org/obo/UO_0000228"	"acqus.txt"	"NMR assay"	"T1_G2R2"	"2211.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mouse_metabolite_profiling_NMR_spectroscopy_v2_maf.tsv"
