"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Parameter Value[Guard column]"	"Term Source REF"	"Term Accession Number"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"360 WT"	"Extraction"	"5:3:2 methanol:acetonitrile:water"	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"ZIC-pHILIC (5 µm, 2.1 mm x 150 mm; Merck Sequant)"	"HILIC"	"ZIC-pHILIC Guard (5 µm, 2.1 mm x 20 mm; Merck Sequant)"	""	""	""	""	""	""	"Mass spectrometry"	"alternating"	"75–1000"	"Thermo Scientific Q Exactive Plus"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"360 WT"	"IN-12052017-pHILIC-Muscle-360-WT-1.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_lipin_muscle_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"361 WT"	"Extraction"	"5:3:2 methanol:acetonitrile:water"	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"ZIC-pHILIC (5 µm, 2.1 mm x 150 mm; Merck Sequant)"	"HILIC"	"ZIC-pHILIC Guard (5 µm, 2.1 mm x 20 mm; Merck Sequant)"	""	""	""	""	""	""	"Mass spectrometry"	"alternating"	"75–1000"	"Thermo Scientific Q Exactive Plus"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"361 WT"	"IN-12052017-pHILIC-Muscle-361-WT-2.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_lipin_muscle_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"382 WT"	"Extraction"	"5:3:2 methanol:acetonitrile:water"	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"ZIC-pHILIC (5 µm, 2.1 mm x 150 mm; Merck Sequant)"	"HILIC"	"ZIC-pHILIC Guard (5 µm, 2.1 mm x 20 mm; Merck Sequant)"	""	""	""	""	""	""	"Mass spectrometry"	"alternating"	"75–1000"	"Thermo Scientific Q Exactive Plus"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"382 WT"	"IN-12052017-pHILIC-Muscle-382-WT-7.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_lipin_muscle_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"386 WT"	"Extraction"	"5:3:2 methanol:acetonitrile:water"	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"ZIC-pHILIC (5 µm, 2.1 mm x 150 mm; Merck Sequant)"	"HILIC"	"ZIC-pHILIC Guard (5 µm, 2.1 mm x 20 mm; Merck Sequant)"	""	""	""	""	""	""	"Mass spectrometry"	"alternating"	"75–1000"	"Thermo Scientific Q Exactive Plus"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"386 WT"	"IN-12052017-pHILIC-Muscle-386-WT-11.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_lipin_muscle_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"364 KO"	"Extraction"	"5:3:2 methanol:acetonitrile:water"	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"ZIC-pHILIC (5 µm, 2.1 mm x 150 mm; Merck Sequant)"	"HILIC"	"ZIC-pHILIC Guard (5 µm, 2.1 mm x 20 mm; Merck Sequant)"	""	""	""	""	""	""	"Mass spectrometry"	"alternating"	"75–1000"	"Thermo Scientific Q Exactive Plus"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"364 KO"	"IN-12052017-pHILIC-Muscle-364-KO-3.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_lipin_muscle_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"365 KO"	"Extraction"	"5:3:2 methanol:acetonitrile:water"	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"ZIC-pHILIC (5 µm, 2.1 mm x 150 mm; Merck Sequant)"	"HILIC"	"ZIC-pHILIC Guard (5 µm, 2.1 mm x 20 mm; Merck Sequant)"	""	""	""	""	""	""	"Mass spectrometry"	"alternating"	"75–1000"	"Thermo Scientific Q Exactive Plus"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"365 KO"	"IN-12052017-pHILIC-Muscle-365-KO-4.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_lipin_muscle_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"366 KO"	"Extraction"	"5:3:2 methanol:acetonitrile:water"	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"ZIC-pHILIC (5 µm, 2.1 mm x 150 mm; Merck Sequant)"	"HILIC"	"ZIC-pHILIC Guard (5 µm, 2.1 mm x 20 mm; Merck Sequant)"	""	""	""	""	""	""	"Mass spectrometry"	"alternating"	"75–1000"	"Thermo Scientific Q Exactive Plus"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"366 KO"	"IN-12052017-pHILIC-Muscle-366-KO-5.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_lipin_muscle_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"381 KO"	"Extraction"	"5:3:2 methanol:acetonitrile:water"	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"ZIC-pHILIC (5 µm, 2.1 mm x 150 mm; Merck Sequant)"	"HILIC"	"ZIC-pHILIC Guard (5 µm, 2.1 mm x 20 mm; Merck Sequant)"	""	""	""	""	""	""	"Mass spectrometry"	"alternating"	"75–1000"	"Thermo Scientific Q Exactive Plus"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"381 KO"	"IN-12052017-pHILIC-Muscle-381-KO-6.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_lipin_muscle_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"383 KO"	"Extraction"	"5:3:2 methanol:acetonitrile:water"	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"ZIC-pHILIC (5 µm, 2.1 mm x 150 mm; Merck Sequant)"	"HILIC"	"ZIC-pHILIC Guard (5 µm, 2.1 mm x 20 mm; Merck Sequant)"	""	""	""	""	""	""	"Mass spectrometry"	"alternating"	"75–1000"	"Thermo Scientific Q Exactive Plus"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"383 KO"	"IN-12052017-pHILIC-Muscle-383-KO-8.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_lipin_muscle_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"384 KO"	"Extraction"	"5:3:2 methanol:acetonitrile:water"	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"ZIC-pHILIC (5 µm, 2.1 mm x 150 mm; Merck Sequant)"	"HILIC"	"ZIC-pHILIC Guard (5 µm, 2.1 mm x 20 mm; Merck Sequant)"	""	""	""	""	""	""	"Mass spectrometry"	"alternating"	"75–1000"	"Thermo Scientific Q Exactive Plus"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"384 KO"	"IN-12052017-pHILIC-Muscle-384-KO-9.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_lipin_muscle_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
