"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Parameter Value[Guard column]"	"Term Source REF"	"Term Accession Number"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"170613_A_MS2_1"	"Extraction"	"methanol/chloroform (1:1 v/v)"	"none"	"NA"	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"BETASIL Diol (5 µm, 2.1 mm x 150 mm; Thermo Scientific)"	"normal phase"	"BETASIL Diol Guard Cartridge (5 µm, 2.1 mm x 10 mm; Thermo Scientific)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"200–3000"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"170613_A_MS2_1"	"170613_A_MS2_1.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls523_LC_MS_v2_maf.tsv"
"170613_A_MS2_2"	"Extraction"	"methanol/chloroform (1:1 v/v)"	"none"	"NA"	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"BETASIL Diol (5 µm, 2.1 mm x 150 mm; Thermo Scientific)"	"normal phase"	"BETASIL Diol Guard Cartridge (5 µm, 2.1 mm x 10 mm; Thermo Scientific)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"200–3000"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"170613_A_MS2_2"	"170613_A_MS2_2.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls523_LC_MS_v2_maf.tsv"
"170613_A_MS2_3"	"Extraction"	"methanol/chloroform (1:1 v/v)"	"none"	"NA"	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"BETASIL Diol (5 µm, 2.1 mm x 150 mm; Thermo Scientific)"	"normal phase"	"BETASIL Diol Guard Cartridge (5 µm, 2.1 mm x 10 mm; Thermo Scientific)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"200–3000"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"170613_A_MS2_3"	"170613_A_MS2_3.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls523_LC_MS_v2_maf.tsv"
"170613_A_MS2_4"	"Extraction"	"methanol/chloroform (1:1 v/v)"	"none"	"NA"	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"BETASIL Diol (5 µm, 2.1 mm x 150 mm; Thermo Scientific)"	"normal phase"	"BETASIL Diol Guard Cartridge (5 µm, 2.1 mm x 10 mm; Thermo Scientific)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"200–3000"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"170613_A_MS2_4"	"170613_A_MS2_4.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls523_LC_MS_v2_maf.tsv"
"170613_A_MS2_5"	"Extraction"	"methanol/chloroform (1:1 v/v)"	"none"	"NA"	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"BETASIL Diol (5 µm, 2.1 mm x 150 mm; Thermo Scientific)"	"normal phase"	"BETASIL Diol Guard Cartridge (5 µm, 2.1 mm x 10 mm; Thermo Scientific)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"200–3000"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"170613_A_MS2_5"	"170613_A_MS2_5.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls523_LC_MS_v2_maf.tsv"
"170613_B_MS2_1"	"Extraction"	"methanol/chloroform (1:1 v/v)"	"none"	"NA"	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"BETASIL Diol (5 µm, 2.1 mm x 150 mm; Thermo Scientific)"	"normal phase"	"BETASIL Diol Guard Cartridge (5 µm, 2.1 mm x 10 mm; Thermo Scientific)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"200–3000"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"170613_B_MS2_1"	"170613_B_MS2_1.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls523_LC_MS_v2_maf.tsv"
"170613_B_MS2_1pos"	"Extraction"	"methanol/chloroform (1:1 v/v)"	"none"	"NA"	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"BETASIL Diol (5 µm, 2.1 mm x 150 mm; Thermo Scientific)"	"normal phase"	"BETASIL Diol Guard Cartridge (5 µm, 2.1 mm x 10 mm; Thermo Scientific)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"200–3000"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"170613_B_MS2_1pos"	"170613_B_MS2_1pos.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls523_LC_MS_v2_maf.tsv"
"170613_B_MS2_2"	"Extraction"	"methanol/chloroform (1:1 v/v)"	"none"	"NA"	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"BETASIL Diol (5 µm, 2.1 mm x 150 mm; Thermo Scientific)"	"normal phase"	"BETASIL Diol Guard Cartridge (5 µm, 2.1 mm x 10 mm; Thermo Scientific)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"200–3000"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"170613_B_MS2_2"	"170613_B_MS2_2.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls523_LC_MS_v2_maf.tsv"
"170613_B_MS2_3"	"Extraction"	"methanol/chloroform (1:1 v/v)"	"none"	"NA"	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"BETASIL Diol (5 µm, 2.1 mm x 150 mm; Thermo Scientific)"	"normal phase"	"BETASIL Diol Guard Cartridge (5 µm, 2.1 mm x 10 mm; Thermo Scientific)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"200–3000"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"170613_B_MS2_3"	"170613_B_MS2_3.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls523_LC_MS_v2_maf.tsv"
"170613_B_MS2_4"	"Extraction"	"methanol/chloroform (1:1 v/v)"	"none"	"NA"	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"BETASIL Diol (5 µm, 2.1 mm x 150 mm; Thermo Scientific)"	"normal phase"	"BETASIL Diol Guard Cartridge (5 µm, 2.1 mm x 10 mm; Thermo Scientific)"	""	""	""	""	""	""	"Mass spectrometry"	"negative"	"200–3000"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"170613_B_MS2_4"	"170613_B_MS2_4.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls523_LC_MS_v2_maf.tsv"
