"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Autosampler model]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"C24 I"	"Extraction"	"Methoxymation"	"sylilation"	"C24 I"	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7693A Automatic Liquid Sampler"	""	""	"HP-5ms Ultra Inert GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	""	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole "	"MS"	""	"C24 I"	"C24 I EI+.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls118_GCMS_mass_spectrometry_v2_maf.tsv"
"C24 II"	"Extraction"	"Methoxymation"	"sylilation"	"C24 II"	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7693A Automatic Liquid Sampler"	""	""	"HP-5ms Ultra Inert GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	""	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole "	"MS"	""	"C24 II"	"C24 II EI+.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls118_GCMS_mass_spectrometry_v2_maf.tsv"
"C24 III"	"Extraction"	"Methoxymation"	"sylilation"	"C24 III"	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7693A Automatic Liquid Sampler"	""	""	"HP-5ms Ultra Inert GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	""	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole "	"MS"	""	"C24 III"	"C24 III EI+.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls118_GCMS_mass_spectrometry_v2_maf.tsv"
"C24 IV"	"Extraction"	"Methoxymation"	"sylilation"	"C24 IV"	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7693A Automatic Liquid Sampler"	""	""	"HP-5ms Ultra Inert GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	""	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole "	"MS"	""	"C24 IV"	"C24 IV EI+.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls118_GCMS_mass_spectrometry_v2_maf.tsv"
"C24 V"	"Extraction"	"Methoxymation"	"sylilation"	"C24 V"	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7693A Automatic Liquid Sampler"	""	""	"HP-5ms Ultra Inert GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	""	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole "	"MS"	""	"C24 V"	"C24 V EI+.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls118_GCMS_mass_spectrometry_v2_maf.tsv"
"R24 I"	"Extraction"	"Methoxymation"	"sylilation"	"R24 I"	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7693A Automatic Liquid Sampler"	""	""	"HP-5ms Ultra Inert GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	""	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole "	"MS"	""	"R24 I"	"R24 I EI+.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls118_GCMS_mass_spectrometry_v2_maf.tsv"
"R24 II"	"Extraction"	"Methoxymation"	"sylilation"	"R24 II"	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7693A Automatic Liquid Sampler"	""	""	"HP-5ms Ultra Inert GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	""	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole "	"MS"	""	"R24 II"	"R24 II EI+.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls118_GCMS_mass_spectrometry_v2_maf.tsv"
"R24 III"	"Extraction"	"Methoxymation"	"sylilation"	"R24 III"	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7693A Automatic Liquid Sampler"	""	""	"HP-5ms Ultra Inert GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	""	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole "	"MS"	""	"R24 III"	"R24 III EI+.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls118_GCMS_mass_spectrometry_v2_maf.tsv"
"R24 IV"	"Extraction"	"Methoxymation"	"sylilation"	"R24 IV"	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7693A Automatic Liquid Sampler"	""	""	"HP-5ms Ultra Inert GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	""	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole "	"MS"	""	"R24 IV"	"R24 IV EI+.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls118_GCMS_mass_spectrometry_v2_maf.tsv"
"R24 V"	"Extraction"	"Methoxymation"	"sylilation"	"R24 V"	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent 7693A Automatic Liquid Sampler"	""	""	"HP-5ms Ultra Inert GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	""	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole "	"MS"	""	"R24 V"	"R24 V EI+.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls118_GCMS_mass_spectrometry_v2_maf.tsv"
