"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Autosampler model]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"EG 2D0-1"	"Extraction"	"MCA (Methanol:Chloroform:2%acetate=5:2:1)"	"sylilation"	"MCA (Methanol:Chloroform:2%acetate=5:2:1)"	"Chromatography"	"Agilent 6890N GC"	""	""	"JASCO PAL GC-xt autosampler"	""	""	"HP-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-600"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	"EG 2D0-1"	"EG 2D0-1.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_euglena_wax_ester_research_april_2014_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"EG 2D0-2"	"Extraction"	"MCA (Methanol:Chloroform:2%acetate=5:2:1)"	"sylilation"	"MCA (Methanol:Chloroform:2%acetate=5:2:1)"	"Chromatography"	"Agilent 6890N GC"	""	""	"JASCO PAL GC-xt autosampler"	""	""	"HP-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-600"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	"EG 2D0-2"	"EG 2D0-2.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_euglena_wax_ester_research_april_2014_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"EG 2D0-3"	"Extraction"	"MCA (Methanol:Chloroform:2%acetate=5:2:1)"	"sylilation"	"MCA (Methanol:Chloroform:2%acetate=5:2:1)"	"Chromatography"	"Agilent 6890N GC"	""	""	"JASCO PAL GC-xt autosampler"	""	""	"HP-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-600"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	"EG 2D0-3"	"EG 2D0-3.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_euglena_wax_ester_research_april_2014_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"EG 2D4-1"	"Extraction"	"MCA (Methanol:Chloroform:2%acetate=5:2:1)"	"sylilation"	"MCA (Methanol:Chloroform:2%acetate=5:2:1)"	"Chromatography"	"Agilent 6890N GC"	""	""	"JASCO PAL GC-xt autosampler"	""	""	"HP-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-600"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	"EG 2D4-1"	"EG 2D4-1.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_euglena_wax_ester_research_april_2014_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"EG 2D4-2"	"Extraction"	"MCA (Methanol:Chloroform:2%acetate=5:2:1)"	"sylilation"	"MCA (Methanol:Chloroform:2%acetate=5:2:1)"	"Chromatography"	"Agilent 6890N GC"	""	""	"JASCO PAL GC-xt autosampler"	""	""	"HP-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-600"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	"EG 2D4-2"	"EG 2D4-2.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_euglena_wax_ester_research_april_2014_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"EG 2D4-3"	"Extraction"	"MCA (Methanol:Chloroform:2%acetate=5:2:1)"	"sylilation"	"MCA (Methanol:Chloroform:2%acetate=5:2:1)"	"Chromatography"	"Agilent 6890N GC"	""	""	"JASCO PAL GC-xt autosampler"	""	""	"HP-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-600"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	"EG 2D4-3"	"EG 2D4-3.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_euglena_wax_ester_research_april_2014_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"EG 2D24-1"	"Extraction"	"MCA (Methanol:Chloroform:2%acetate=5:2:1)"	"sylilation"	"MCA (Methanol:Chloroform:2%acetate=5:2:1)"	"Chromatography"	"Agilent 6890N GC"	""	""	"JASCO PAL GC-xt autosampler"	""	""	"HP-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-600"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	"EG 2D24-1"	"EG 2D24-1.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_euglena_wax_ester_research_april_2014_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"EG 2D24-2"	"Extraction"	"MCA (Methanol:Chloroform:2%acetate=5:2:1)"	"sylilation"	"MCA (Methanol:Chloroform:2%acetate=5:2:1)"	"Chromatography"	"Agilent 6890N GC"	""	""	"JASCO PAL GC-xt autosampler"	""	""	"HP-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-600"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	"EG 2D24-2"	"EG 2D24-2.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_euglena_wax_ester_research_april_2014_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"EG 2D24-3"	"Extraction"	"MCA (Methanol:Chloroform:2%acetate=5:2:1)"	"sylilation"	"MCA (Methanol:Chloroform:2%acetate=5:2:1)"	"Chromatography"	"Agilent 6890N GC"	""	""	"JASCO PAL GC-xt autosampler"	""	""	"HP-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-600"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	"EG 2D24-3"	"EG 2D24-3.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_euglena_wax_ester_research_april_2014_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"EG 4D0-1"	"Extraction"	"MCA (Methanol:Chloroform:2%acetate=5:2:1)"	"sylilation"	"MCA (Methanol:Chloroform:2%acetate=5:2:1)"	"Chromatography"	"Agilent 6890N GC"	""	""	"JASCO PAL GC-xt autosampler"	""	""	"HP-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"40-600"	"Waters GCT Premier"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	""	"EG 4D0-1"	"EG 4D0-1.raw.zip"	"Data transformation"	""	""	"Metabolite identification"	""	"m_euglena_wax_ester_research_april_2014_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
