"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"	"Factor Value[Injection order]"	"Term Source REF"	"Term Accession Number"
"GreenTea_Blank"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"NEG_Orbitrap_GreenTea_Blankn01"	"NEG_Orbitrap_GreenTea_Blankn01.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_NEG_ORB_mass_spectrometry_v2_maf.tsv"	"31"	""	""
"GreenTea_Blank"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"NEG_Orbitrap_GreenTea_Blankn02"	"NEG_Orbitrap_GreenTea_Blankn02.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_NEG_ORB_mass_spectrometry_v2_maf.tsv"	"49"	""	""
"GreenTea_Blank"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"NEG_Orbitrap_GreenTea_Blankn03"	"NEG_Orbitrap_GreenTea_Blankn03.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_NEG_ORB_mass_spectrometry_v2_maf.tsv"	"67"	""	""
"GreenTea_Blank"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"NEG_Orbitrap_GreenTea_Blankn04"	"NEG_Orbitrap_GreenTea_Blankn04.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_NEG_ORB_mass_spectrometry_v2_maf.tsv"	"85"	""	""
"GreenTea_QC"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"NEG_Orbitrap_GreenTea_QCn01"	"NEG_Orbitrap_GreenTea_QCn01.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_NEG_ORB_mass_spectrometry_v2_maf.tsv"	"33"	""	""
"GreenTea_QC"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"NEG_Orbitrap_GreenTea_QCn02"	"NEG_Orbitrap_GreenTea_QCn02.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_NEG_ORB_mass_spectrometry_v2_maf.tsv"	"51"	""	""
"GreenTea_QC"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"NEG_Orbitrap_GreenTea_QCn03"	"NEG_Orbitrap_GreenTea_QCn03.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_NEG_ORB_mass_spectrometry_v2_maf.tsv"	"69"	""	""
"GreenTea_Sample01"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"NEG_Orbitrap_GreenTea_S01n01"	"NEG_Orbitrap_GreenTea_S01n01.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_NEG_ORB_mass_spectrometry_v2_maf.tsv"	"35"	""	""
"GreenTea_Sample01"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"NEG_Orbitrap_GreenTea_S01n02"	"NEG_Orbitrap_GreenTea_S01n02.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_NEG_ORB_mass_spectrometry_v2_maf.tsv"	"34"	""	""
"GreenTea_Sample01"	"Extraction"	""	"none"	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 UHPLC system"	""	""	"C18-PFP (2 μm, 2.1 mm x 150 mm; ACE)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"60-800"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"NEG_Orbitrap_GreenTea_S01n03"	"NEG_Orbitrap_GreenTea_S01n03.mzML"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls771_NEG_ORB_mass_spectrometry_v2_maf.tsv"	"57"	""	""
