"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Parameter Value[Guard column]"	"Term Source REF"	"Term Accession Number"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"Chlamy_1_0h_1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Rtx-5Sil MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"10 m Integra-Guard (Restek)"	""	""	""	"no label"	""	""	"Mass spectrometry"	"positive"	"85-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Chlamy_1_0h_1"	"20111220_Chlamy_1_0h_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_chlamydomonas_primary_metabolites_under_nitrogen_deprivation_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Chlamy_2_0h_1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Rtx-5Sil MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"10 m Integra-Guard (Restek)"	""	""	""	"no label"	""	""	"Mass spectrometry"	"positive"	"85-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Chlamy_2_0h_1"	"20111220_Chlamy_2_0h_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_chlamydomonas_primary_metabolites_under_nitrogen_deprivation_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Chlamy_3_0h_1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Rtx-5Sil MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"10 m Integra-Guard (Restek)"	""	""	""	"no label"	""	""	"Mass spectrometry"	"positive"	"85-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Chlamy_3_0h_1"	"20111220_Chlamy_3_0h_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_chlamydomonas_primary_metabolites_under_nitrogen_deprivation_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Chlamy_1_30m_1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Rtx-5Sil MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"10 m Integra-Guard (Restek)"	""	""	""	"no label"	""	""	"Mass spectrometry"	"positive"	"85-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Chlamy_1_30m_1"	"20111220_Chlamy_1_30m_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_chlamydomonas_primary_metabolites_under_nitrogen_deprivation_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Chlamy_2_30m_1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Rtx-5Sil MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"10 m Integra-Guard (Restek)"	""	""	""	"no label"	""	""	"Mass spectrometry"	"positive"	"85-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Chlamy_2_30m_1"	"20111220_Chlamy_2_30m_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_chlamydomonas_primary_metabolites_under_nitrogen_deprivation_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Chlamy_1_1h_1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Rtx-5Sil MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"10 m Integra-Guard (Restek)"	""	""	""	"no label"	""	""	"Mass spectrometry"	"positive"	"85-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Chlamy_1_1h_1"	"20111220_Chlamy_1_1h_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_chlamydomonas_primary_metabolites_under_nitrogen_deprivation_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Chlamy_2_1h_1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Rtx-5Sil MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"10 m Integra-Guard (Restek)"	""	""	""	"no label"	""	""	"Mass spectrometry"	"positive"	"85-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Chlamy_2_1h_1"	"20111220_Chlamy_2_1h_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_chlamydomonas_primary_metabolites_under_nitrogen_deprivation_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Chlamy_3_1h_1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Rtx-5Sil MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"10 m Integra-Guard (Restek)"	""	""	""	"no label"	""	""	"Mass spectrometry"	"positive"	"85-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Chlamy_3_1h_1"	"20111220_Chlamy_3_1h_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_chlamydomonas_primary_metabolites_under_nitrogen_deprivation_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Chlamy_4_1h_1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Rtx-5Sil MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"10 m Integra-Guard (Restek)"	""	""	""	"no label"	""	""	"Mass spectrometry"	"positive"	"85-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Chlamy_4_1h_1"	"20111220_Chlamy_4_1h_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_chlamydomonas_primary_metabolites_under_nitrogen_deprivation_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Chlamy_1_2h_1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Rtx-5Sil MS (0.25 µm, 0.25 mm x 30 m; Restek)"	"low polarity"	"10 m Integra-Guard (Restek)"	""	""	""	"no label"	""	""	"Mass spectrometry"	"positive"	"85-500"	"LECO Pegasus 4D"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Chlamy_1_2h_1"	"20111220_Chlamy_1_2h_1.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_chlamydomonas_primary_metabolites_under_nitrogen_deprivation_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
