"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Parameter Value[Guard column]"	"Term Source REF"	"Term Accession Number"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"QC9"	"Extraction"	"none"	"none"	""	"Chromatography"	"Thermo Scientific Dionex UltiMate 3000 RSLC System"	""	""	"Luna NH2 100 Å (3 µm, 2 mm x 100 mm; Phenomenex)"	"HILIC"	"SecurityGuard NH2 (2 mm x 4 mm; Phenomenex)"	""	""	""	""	""	""	"Mass spectrometry"	"alternating"	"80-750"	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	""	"QC9"	"2014-02-13 LUNA 100x2mm ASFIXIE.wiff"	"Data transformation"	"Normalizations.xlsx"	""	"Metabolite identification"	""	"m_parafac_modeling_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"QC10"	"Extraction"	"none"	"none"	""	"Chromatography"	"Thermo Scientific Dionex UltiMate 3000 RSLC System"	""	""	"Luna NH2 100 Å (3 µm, 2 mm x 100 mm; Phenomenex)"	"HILIC"	"SecurityGuard NH2 (2 mm x 4 mm; Phenomenex)"	""	""	""	""	""	""	"Mass spectrometry"	"alternating"	"80-750"	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	""	"QC10"	"2014-02-13 LUNA 100x2mm ASFIXIE.wiff"	"Data transformation"	"Normalizations.xlsx"	""	"Metabolite identification"	""	"m_parafac_modeling_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"p1t2"	"Extraction"	"none"	"none"	""	"Chromatography"	"Thermo Scientific Dionex UltiMate 3000 RSLC System"	""	""	"Luna NH2 100 Å (3 µm, 2 mm x 100 mm; Phenomenex)"	"HILIC"	"SecurityGuard NH2 (2 mm x 4 mm; Phenomenex)"	""	""	""	""	""	""	"Mass spectrometry"	"alternating"	"80-750"	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	""	"p1t2"	"2014-02-13 LUNA 100x2mm ASFIXIE.wiff"	"Data transformation"	"Normalizations.xlsx"	""	"Metabolite identification"	""	"m_parafac_modeling_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"p3t4"	"Extraction"	"none"	"none"	""	"Chromatography"	"Thermo Scientific Dionex UltiMate 3000 RSLC System"	""	""	"Luna NH2 100 Å (3 µm, 2 mm x 100 mm; Phenomenex)"	"HILIC"	"SecurityGuard NH2 (2 mm x 4 mm; Phenomenex)"	""	""	""	""	""	""	"Mass spectrometry"	"alternating"	"80-750"	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	""	"p3t4"	"2014-02-13 LUNA 100x2mm ASFIXIE.wiff"	"Data transformation"	"Normalizations.xlsx"	""	"Metabolite identification"	""	"m_parafac_modeling_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"K1"	"Extraction"	"none"	"none"	""	"Chromatography"	"Thermo Scientific Dionex UltiMate 3000 RSLC System"	""	""	"Luna NH2 100 Å (3 µm, 2 mm x 100 mm; Phenomenex)"	"HILIC"	"SecurityGuard NH2 (2 mm x 4 mm; Phenomenex)"	""	""	""	""	""	""	"Mass spectrometry"	"alternating"	"80-750"	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	""	"K1"	"2014-02-13 LUNA 100x2mm ASFIXIE.wiff"	"Data transformation"	"Normalizations.xlsx"	""	"Metabolite identification"	""	"m_parafac_modeling_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"p4t4"	"Extraction"	"none"	"none"	""	"Chromatography"	"Thermo Scientific Dionex UltiMate 3000 RSLC System"	""	""	"Luna NH2 100 Å (3 µm, 2 mm x 100 mm; Phenomenex)"	"HILIC"	"SecurityGuard NH2 (2 mm x 4 mm; Phenomenex)"	""	""	""	""	""	""	"Mass spectrometry"	"alternating"	"80-750"	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	""	"p4t4"	"2014-02-13 LUNA 100x2mm ASFIXIE.wiff"	"Data transformation"	"Normalizations.xlsx"	""	"Metabolite identification"	""	"m_parafac_modeling_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"QC11"	"Extraction"	"none"	"none"	""	"Chromatography"	"Thermo Scientific Dionex UltiMate 3000 RSLC System"	""	""	"Luna NH2 100 Å (3 µm, 2 mm x 100 mm; Phenomenex)"	"HILIC"	"SecurityGuard NH2 (2 mm x 4 mm; Phenomenex)"	""	""	""	""	""	""	"Mass spectrometry"	"alternating"	"80-750"	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	""	"QC11"	"2014-02-13 LUNA 100x2mm ASFIXIE.wiff"	"Data transformation"	"Normalizations.xlsx"	""	"Metabolite identification"	""	"m_parafac_modeling_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"K2"	"Extraction"	"none"	"none"	""	"Chromatography"	"Thermo Scientific Dionex UltiMate 3000 RSLC System"	""	""	"Luna NH2 100 Å (3 µm, 2 mm x 100 mm; Phenomenex)"	"HILIC"	"SecurityGuard NH2 (2 mm x 4 mm; Phenomenex)"	""	""	""	""	""	""	"Mass spectrometry"	"alternating"	"80-750"	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	""	"K2"	"2014-02-13 LUNA 100x2mm ASFIXIE.wiff"	"Data transformation"	"Normalizations.xlsx"	""	"Metabolite identification"	""	"m_parafac_modeling_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"p9t2"	"Extraction"	"none"	"none"	""	"Chromatography"	"Thermo Scientific Dionex UltiMate 3000 RSLC System"	""	""	"Luna NH2 100 Å (3 µm, 2 mm x 100 mm; Phenomenex)"	"HILIC"	"SecurityGuard NH2 (2 mm x 4 mm; Phenomenex)"	""	""	""	""	""	""	"Mass spectrometry"	"alternating"	"80-750"	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	""	"p9t2"	"2014-02-13 LUNA 100x2mm ASFIXIE.wiff"	"Data transformation"	"Normalizations.xlsx"	""	"Metabolite identification"	""	"m_parafac_modeling_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"p6t3"	"Extraction"	"none"	"none"	""	"Chromatography"	"Thermo Scientific Dionex UltiMate 3000 RSLC System"	""	""	"Luna NH2 100 Å (3 µm, 2 mm x 100 mm; Phenomenex)"	"HILIC"	"SecurityGuard NH2 (2 mm x 4 mm; Phenomenex)"	""	""	""	""	""	""	"Mass spectrometry"	"alternating"	"80-750"	"AB SCIEX QTRAP 5500"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	""	"p6t3"	"2014-02-13 LUNA 100x2mm ASFIXIE.wiff"	"Data transformation"	"Normalizations.xlsx"	""	"Metabolite identification"	""	"m_parafac_modeling_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
