"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Autosampler model]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"S3_f4"	"Extraction"	"95:5 (v/v) water:acetonitrile and 0.05 μg/ml deuterated biotin"	""	""	"Chromatography"	"Thermo Scientific Surveyor MS Pump Plus"	""	""	"Thermo Scientific Micro AS Autosampler"	""	""	"Synergi Fusion-RP 80 Å (4 µm, 2 mm x 150 mm; Phenomenex)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Thermo Scientific LTQ FT Ultra"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"S3_f4"	"mtab_Harriet_ft_2014_1027_17.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	"m_NEG_rione_mass_spectrometry_v2_maf.tsv"
"S1_fx"	"Extraction"	"95:5 (v/v) water:acetonitrile and 0.05 μg/ml deuterated biotin"	""	""	"Chromatography"	"Thermo Scientific Surveyor MS Pump Plus"	""	""	"Thermo Scientific Micro AS Autosampler"	""	""	"Synergi Fusion-RP 80 Å (4 µm, 2 mm x 150 mm; Phenomenex)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Thermo Scientific LTQ FT Ultra"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"S1_fx"	"mtab_Harriet_ft_2014_1027_18.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	"m_NEG_rione_mass_spectrometry_v2_maf.tsv"
"S5_f4"	"Extraction"	"95:5 (v/v) water:acetonitrile and 0.05 μg/ml deuterated biotin"	""	""	"Chromatography"	"Thermo Scientific Surveyor MS Pump Plus"	""	""	"Thermo Scientific Micro AS Autosampler"	""	""	"Synergi Fusion-RP 80 Å (4 µm, 2 mm x 150 mm; Phenomenex)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Thermo Scientific LTQ FT Ultra"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"S5_f4"	"mtab_Harriet_ft_2014_1027_19.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	"m_NEG_rione_mass_spectrometry_v2_maf.tsv"
"S4_f5"	"Extraction"	"95:5 (v/v) water:acetonitrile and 0.05 μg/ml deuterated biotin"	""	""	"Chromatography"	"Thermo Scientific Surveyor MS Pump Plus"	""	""	"Thermo Scientific Micro AS Autosampler"	""	""	"Synergi Fusion-RP 80 Å (4 µm, 2 mm x 150 mm; Phenomenex)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Thermo Scientific LTQ FT Ultra"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"S4_f5"	"mtab_Harriet_ft_2014_1027_20.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	"m_NEG_rione_mass_spectrometry_v2_maf.tsv"
"S5_f6"	"Extraction"	"95:5 (v/v) water:acetonitrile and 0.05 μg/ml deuterated biotin"	""	""	"Chromatography"	"Thermo Scientific Surveyor MS Pump Plus"	""	""	"Thermo Scientific Micro AS Autosampler"	""	""	"Synergi Fusion-RP 80 Å (4 µm, 2 mm x 150 mm; Phenomenex)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Thermo Scientific LTQ FT Ultra"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"S5_f6"	"mtab_Harriet_ft_2014_1027_21.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	"m_NEG_rione_mass_spectrometry_v2_maf.tsv"
"S4_f4"	"Extraction"	"95:5 (v/v) water:acetonitrile and 0.05 μg/ml deuterated biotin"	""	""	"Chromatography"	"Thermo Scientific Surveyor MS Pump Plus"	""	""	"Thermo Scientific Micro AS Autosampler"	""	""	"Synergi Fusion-RP 80 Å (4 µm, 2 mm x 150 mm; Phenomenex)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Thermo Scientific LTQ FT Ultra"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"S4_f4"	"mtab_Harriet_ft_2014_1027_22.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	"m_NEG_rione_mass_spectrometry_v2_maf.tsv"
"S2_f3"	"Extraction"	"95:5 (v/v) water:acetonitrile and 0.05 μg/ml deuterated biotin"	""	""	"Chromatography"	"Thermo Scientific Surveyor MS Pump Plus"	""	""	"Thermo Scientific Micro AS Autosampler"	""	""	"Synergi Fusion-RP 80 Å (4 µm, 2 mm x 150 mm; Phenomenex)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Thermo Scientific LTQ FT Ultra"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"S2_f3"	"mtab_Harriet_ft_2014_1027_24.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	"m_NEG_rione_mass_spectrometry_v2_maf.tsv"
"S3_f5"	"Extraction"	"95:5 (v/v) water:acetonitrile and 0.05 μg/ml deuterated biotin"	""	""	"Chromatography"	"Thermo Scientific Surveyor MS Pump Plus"	""	""	"Thermo Scientific Micro AS Autosampler"	""	""	"Synergi Fusion-RP 80 Å (4 µm, 2 mm x 150 mm; Phenomenex)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Thermo Scientific LTQ FT Ultra"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"S3_f5"	"mtab_Harriet_ft_2014_1027_25.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	"m_NEG_rione_mass_spectrometry_v2_maf.tsv"
"S4_f6"	"Extraction"	"95:5 (v/v) water:acetonitrile and 0.05 μg/ml deuterated biotin"	""	""	"Chromatography"	"Thermo Scientific Surveyor MS Pump Plus"	""	""	"Thermo Scientific Micro AS Autosampler"	""	""	"Synergi Fusion-RP 80 Å (4 µm, 2 mm x 150 mm; Phenomenex)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Thermo Scientific LTQ FT Ultra"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"S4_f6"	"mtab_Harriet_ft_2014_1027_26.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	"m_NEG_rione_mass_spectrometry_v2_maf.tsv"
"S5_f5"	"Extraction"	"95:5 (v/v) water:acetonitrile and 0.05 μg/ml deuterated biotin"	""	""	"Chromatography"	"Thermo Scientific Surveyor MS Pump Plus"	""	""	"Thermo Scientific Micro AS Autosampler"	""	""	"Synergi Fusion-RP 80 Å (4 µm, 2 mm x 150 mm; Phenomenex)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"negative"	"100-1000"	"Thermo Scientific LTQ FT Ultra"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"linear quadrupole ion trap mass-to-charge analyser"	"CHMO"	"http://purl.obolibrary.org/obo/CHMO_0000969"	"S5_f5"	"mtab_Harriet_ft_2014_1027_27.RAW"	"Data transformation"	""	""	"Metabolite identification"	""	"m_NEG_rione_mass_spectrometry_v2_maf.tsv"
