"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Autosampler model]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"blank"	"Extraction"	"50 mg, 1 ml of acetonitrile:water (50:50, v/v) + 0.1% formic acid"	"none"	""	"Chromatography"	"Thermo Scientific Accela 1250 Pump"	""	""	"CTC Analytics HTC PAL Autosampler"	""	""	"ZORBAX RRHD SB-C18 (1.8 µm, 2.1 mm x 100 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"60-1200"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"blank"	"20120827_SNP+ve_001.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls64_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"blank"	"Extraction"	"50 mg, 1 ml of acetonitrile:water (50:50, v/v) + 0.1% formic acid"	"none"	""	"Chromatography"	"Thermo Scientific Accela 1250 Pump"	""	""	"CTC Analytics HTC PAL Autosampler"	""	""	"ZORBAX RRHD SB-C18 (1.8 µm, 2.1 mm x 100 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"60-1200"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"blank"	"20120827_SNP+ve_002.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls64_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Control 1"	"Extraction"	"50 mg, 1 ml of acetonitrile:water (50:50, v/v) + 0.1% formic acid"	"none"	""	"Chromatography"	"Thermo Scientific Accela 1250 Pump"	""	""	"CTC Analytics HTC PAL Autosampler"	""	""	"ZORBAX RRHD SB-C18 (1.8 µm, 2.1 mm x 100 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"60-1200"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Control 1"	"20120827_SNP+ve_003.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls64_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Control 1"	"Extraction"	"50 mg, 1 ml of acetonitrile:water (50:50, v/v) + 0.1% formic acid"	"none"	""	"Chromatography"	"Thermo Scientific Accela 1250 Pump"	""	""	"CTC Analytics HTC PAL Autosampler"	""	""	"ZORBAX RRHD SB-C18 (1.8 µm, 2.1 mm x 100 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"60-1200"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Control 1"	"20120827_SNP+ve_025.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls64_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Control 1"	"Extraction"	"50 mg, 1 ml of acetonitrile:water (50:50, v/v) + 0.1% formic acid"	"none"	""	"Chromatography"	"Thermo Scientific Accela 1250 Pump"	""	""	"CTC Analytics HTC PAL Autosampler"	""	""	"ZORBAX RRHD SB-C18 (1.8 µm, 2.1 mm x 100 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"60-1200"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Control 1"	"20120827_SNP+ve_047.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls64_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Control 1"	"Extraction"	"50 mg, 1 ml of acetonitrile:water (50:50, v/v) + 0.1% formic acid"	"none"	""	"Chromatography"	"Thermo Scientific Accela 1250 Pump"	""	""	"CTC Analytics HTC PAL Autosampler"	""	""	"ZORBAX RRHD SB-C18 (1.8 µm, 2.1 mm x 100 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"60-1200"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Control 1"	"20120827_SNP+ve_069.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls64_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Control 1"	"Extraction"	"50 mg, 1 ml of acetonitrile:water (50:50, v/v) + 0.1% formic acid"	"none"	""	"Chromatography"	"Thermo Scientific Accela 1250 Pump"	""	""	"CTC Analytics HTC PAL Autosampler"	""	""	"ZORBAX RRHD SB-C18 (1.8 µm, 2.1 mm x 100 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"60-1200"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Control 1"	"20120827_SNP+ve_091.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls64_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Control 1"	"Extraction"	"50 mg, 1 ml of acetonitrile:water (50:50, v/v) + 0.1% formic acid"	"none"	""	"Chromatography"	"Thermo Scientific Accela 1250 Pump"	""	""	"CTC Analytics HTC PAL Autosampler"	""	""	"ZORBAX RRHD SB-C18 (1.8 µm, 2.1 mm x 100 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"60-1200"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Control 1"	"20120827_SNP+ve_114.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls64_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Control 2"	"Extraction"	"50 mg, 1 ml of acetonitrile:water (50:50, v/v) + 0.1% formic acid"	"none"	""	"Chromatography"	"Thermo Scientific Accela 1250 Pump"	""	""	"CTC Analytics HTC PAL Autosampler"	""	""	"ZORBAX RRHD SB-C18 (1.8 µm, 2.1 mm x 100 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"60-1200"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Control 2"	"20120827_SNP+ve_014.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls64_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"Control 2"	"Extraction"	"50 mg, 1 ml of acetonitrile:water (50:50, v/v) + 0.1% formic acid"	"none"	""	"Chromatography"	"Thermo Scientific Accela 1250 Pump"	""	""	"CTC Analytics HTC PAL Autosampler"	""	""	"ZORBAX RRHD SB-C18 (1.8 µm, 2.1 mm x 100 mm; Agilent Technologies)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"60-1200"	"Thermo Scientific Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000484"	"Control 2"	"20120827_SNP+ve_036.raw"	"Data transformation"	""	""	"Metabolite identification"	""	"m_mtbls64_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
