"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Autosampler model]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"q01"	"Extraction"	""	"none"	""	"Chromatography"	"Shimadzu Nexera UHPLC system (LC-30AD pump and CBM-20A controller)"	""	""	"Shimadzu SIL-30AC autosampler"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"alternating"	"60-1250"	"Shimadzu LCMS-IT-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"ion trap time-of-flight"	""	""	"QC__30min_pos-neg_18"	""	"Data transformation"	""	"MS:MS_targeted_metabolite_analysis.xlsx"	"Metabolite identification"	""	"m_MSMS_mass_spectrometry_v2_maf.tsv"
"q02"	"Extraction"	""	"none"	""	"Chromatography"	"Shimadzu Nexera UHPLC system (LC-30AD pump and CBM-20A controller)"	""	""	"Shimadzu SIL-30AC autosampler"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"alternating"	"60-1250"	"Shimadzu LCMS-IT-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"ion trap time-of-flight"	""	""	"QC__30min_pos-neg_24"	""	"Data transformation"	""	"MS:MS_targeted_metabolite_analysis.xlsx"	"Metabolite identification"	""	"m_MSMS_mass_spectrometry_v2_maf.tsv"
"q03"	"Extraction"	""	"none"	""	"Chromatography"	"Shimadzu Nexera UHPLC system (LC-30AD pump and CBM-20A controller)"	""	""	"Shimadzu SIL-30AC autosampler"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"alternating"	"60-1250"	"Shimadzu LCMS-IT-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"ion trap time-of-flight"	""	""	"QC__30min_pos-neg_30"	""	"Data transformation"	""	"MS:MS_targeted_metabolite_analysis.xlsx"	"Metabolite identification"	""	"m_MSMS_mass_spectrometry_v2_maf.tsv"
"q04"	"Extraction"	""	"none"	""	"Chromatography"	"Shimadzu Nexera UHPLC system (LC-30AD pump and CBM-20A controller)"	""	""	"Shimadzu SIL-30AC autosampler"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"alternating"	"60-1250"	"Shimadzu LCMS-IT-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"ion trap time-of-flight"	""	""	"QC__30min_pos-neg_36"	""	"Data transformation"	""	"MS:MS_targeted_metabolite_analysis.xlsx"	"Metabolite identification"	""	"m_MSMS_mass_spectrometry_v2_maf.tsv"
"q05"	"Extraction"	""	"none"	""	"Chromatography"	"Shimadzu Nexera UHPLC system (LC-30AD pump and CBM-20A controller)"	""	""	"Shimadzu SIL-30AC autosampler"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"alternating"	"60-1250"	"Shimadzu LCMS-IT-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"ion trap time-of-flight"	""	""	"QC__30min_pos-neg_42"	""	"Data transformation"	""	"MS:MS_targeted_metabolite_analysis.xlsx"	"Metabolite identification"	""	"m_MSMS_mass_spectrometry_v2_maf.tsv"
"q06"	"Extraction"	""	"none"	""	"Chromatography"	"Shimadzu Nexera UHPLC system (LC-30AD pump and CBM-20A controller)"	""	""	"Shimadzu SIL-30AC autosampler"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"alternating"	"60-1250"	"Shimadzu LCMS-IT-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"ion trap time-of-flight"	""	""	"QC__30min_pos-neg_48"	""	"Data transformation"	""	"MS:MS_targeted_metabolite_analysis.xlsx"	"Metabolite identification"	""	"m_MSMS_mass_spectrometry_v2_maf.tsv"
"q07"	"Extraction"	""	"none"	""	"Chromatography"	"Shimadzu Nexera UHPLC system (LC-30AD pump and CBM-20A controller)"	""	""	"Shimadzu SIL-30AC autosampler"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"alternating"	"60-1250"	"Shimadzu LCMS-IT-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"ion trap time-of-flight"	""	""	"QC__30min_pos-neg_54"	""	"Data transformation"	""	"MS:MS_targeted_metabolite_analysis.xlsx"	"Metabolite identification"	""	"m_MSMS_mass_spectrometry_v2_maf.tsv"
"q08"	"Extraction"	""	"none"	""	"Chromatography"	"Shimadzu Nexera UHPLC system (LC-30AD pump and CBM-20A controller)"	""	""	"Shimadzu SIL-30AC autosampler"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"alternating"	"60-1250"	"Shimadzu LCMS-IT-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"ion trap time-of-flight"	""	""	"QC__30min_pos-neg_60"	""	"Data transformation"	""	"MS:MS_targeted_metabolite_analysis.xlsx"	"Metabolite identification"	""	"m_MSMS_mass_spectrometry_v2_maf.tsv"
"q09"	"Extraction"	""	"none"	""	"Chromatography"	"Shimadzu Nexera UHPLC system (LC-30AD pump and CBM-20A controller)"	""	""	"Shimadzu SIL-30AC autosampler"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"alternating"	"60-1250"	"Shimadzu LCMS-IT-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"ion trap time-of-flight"	""	""	"QC__30min_pos-neg_66"	""	"Data transformation"	""	"MS:MS_targeted_metabolite_analysis.xlsx"	"Metabolite identification"	""	"m_MSMS_mass_spectrometry_v2_maf.tsv"
"q10"	"Extraction"	""	"none"	""	"Chromatography"	"Shimadzu Nexera UHPLC system (LC-30AD pump and CBM-20A controller)"	""	""	"Shimadzu SIL-30AC autosampler"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"alternating"	"60-1250"	"Shimadzu LCMS-IT-TOF"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"ion trap time-of-flight"	""	""	"QC__30min_pos-neg_72"	""	"Data transformation"	""	"MS:MS_targeted_metabolite_analysis.xlsx"	"Metabolite identification"	""	"m_MSMS_mass_spectrometry_v2_maf.tsv"
