"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Autosampler model]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"STATegra_Metabolomics_Control_0h_batch9"	"Extraction"	"Cell pellets extracted with 13C-labeled yeast extract solution"	"oximation and silylation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent G4513A Autosampler"	""	""	"HP-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"50-700"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"batch 09 - 0h incubation control cells"	"1358FZU_0001_A1.CDF"	"Data transformation"	""	"1358FZU_0001_A1.CDF"	"Metabolite identification"	""	"m_GCMS_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"STATegra_Metabolomics_Control_0h_batch10"	"Extraction"	"Cell pellets extracted with 13C-labeled yeast extract solution"	"oximation and silylation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent G4513A Autosampler"	""	""	"HP-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"50-700"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"batch 10 - 0h incubation control cells"	"1358FZU_0013_A1.CDF"	"Data transformation"	""	"1358FZU_0013_A1.CDF"	"Metabolite identification"	""	"m_GCMS_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"STATegra_Metabolomics_Control_0h_batch11"	"Extraction"	"Cell pellets extracted with 13C-labeled yeast extract solution"	"oximation and silylation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent G4513A Autosampler"	""	""	"HP-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"50-700"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"batch 11 - 0h incubation control cells"	"1358FZU_0025_A1.CDF"	"Data transformation"	""	"1358FZU_0025_A1.CDF"	"Metabolite identification"	""	"m_GCMS_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"STATegra_Metabolomics_Control_2h_batch9"	"Extraction"	"Cell pellets extracted with 13C-labeled yeast extract solution"	"oximation and silylation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent G4513A Autosampler"	""	""	"HP-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"50-700"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"batch 09 - 2h incubation control cells"	"1358FZU_0003_A1.CDF"	"Data transformation"	""	"1358FZU_0003_A1.CDF"	"Metabolite identification"	""	"m_GCMS_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"STATegra_Metabolomics_Control_2h_batch10"	"Extraction"	"Cell pellets extracted with 13C-labeled yeast extract solution"	"oximation and silylation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent G4513A Autosampler"	""	""	"HP-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"50-700"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"batch 10 - 2h incubation control cells"	"1358FZU_0015_A1.CDF"	"Data transformation"	""	"1358FZU_0015_A1.CDF"	"Metabolite identification"	""	"m_GCMS_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"STATegra_Metabolomics_Control_2h_batch11"	"Extraction"	"Cell pellets extracted with 13C-labeled yeast extract solution"	"oximation and silylation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent G4513A Autosampler"	""	""	"HP-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"50-700"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"batch 11 - 2h incubation control cells"	"1358FZU_0027_A1.CDF"	"Data transformation"	""	"1358FZU_0027_A1.CDF"	"Metabolite identification"	""	"m_GCMS_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"STATegra_Metabolomics_Control_6h_batch9"	"Extraction"	"Cell pellets extracted with 13C-labeled yeast extract solution"	"oximation and silylation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent G4513A Autosampler"	""	""	"HP-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"50-700"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"batch 09 - 6h incubation control cells"	"1358FZU_0005_A1.CDF"	"Data transformation"	""	"1358FZU_0005_A1.CDF"	"Metabolite identification"	""	"m_GCMS_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"STATegra_Metabolomics_Control_6h_batch10"	"Extraction"	"Cell pellets extracted with 13C-labeled yeast extract solution"	"oximation and silylation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent G4513A Autosampler"	""	""	"HP-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"50-700"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"batch 10 - 6h incubation control cells"	"1358FZU_0017_A1.CDF"	"Data transformation"	""	"1358FZU_0017_A1.CDF"	"Metabolite identification"	""	"m_GCMS_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"STATegra_Metabolomics_Control_6h_batch11"	"Extraction"	"Cell pellets extracted with 13C-labeled yeast extract solution"	"oximation and silylation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent G4513A Autosampler"	""	""	"HP-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"50-700"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"batch 11 - 6h incubation control cells"	"1358FZU_0029_A1.CDF"	"Data transformation"	""	"1358FZU_0029_A1.CDF"	"Metabolite identification"	""	"m_GCMS_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
"STATegra_Metabolomics_Control_12h_batch9"	"Extraction"	"Cell pellets extracted with 13C-labeled yeast extract solution"	"oximation and silylation"	""	"Chromatography"	"Agilent 7890A GC"	""	""	"Agilent G4513A Autosampler"	""	""	"HP-5ms GC (0.25 µm, 0.25 mm x 30 m; Agilent Technologies)"	"low polarity"	""	""	""	""	"Mass spectrometry"	"positive"	"50-700"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"batch 09 - 12h incubation control cells"	"1358FZU_0007_A1.CDF"	"Data transformation"	""	"1358FZU_0007_A1.CDF"	"Metabolite identification"	""	"m_GCMS_metabolite_profiling_mass_spectrometry_v2_maf.tsv"
