"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Autosampler model]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Parameter Value[Guard column]"	"Term Source REF"	"Term Accession Number"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"7S_1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890 GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian)"	"low polarity"	"10 m EZGuard (Varian)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"7S_1"	"7S_1.CDF"	"Data transformation"	"Batch export Symb coral 13C.xlsx"	"7S_1.CDF"	"Metabolite identification"	""	"m_mtbls538_algae_mass_spectrometry_v2_maf.tsv"
"8S_1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890 GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian)"	"low polarity"	"10 m EZGuard (Varian)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"8S_1"	"8S_1.CDF"	"Data transformation"	"Batch export Symb coral 13C.xlsx"	"8S_1.CDF"	"Metabolite identification"	""	"m_mtbls538_algae_mass_spectrometry_v2_maf.tsv"
"9S_1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890 GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian)"	"low polarity"	"10 m EZGuard (Varian)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"9S_1"	"9S_1.CDF"	"Data transformation"	"Batch export Symb coral 13C.xlsx"	"9S_1.CDF"	"Metabolite identification"	""	"m_mtbls538_algae_mass_spectrometry_v2_maf.tsv"
"10S_1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890 GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian)"	"low polarity"	"10 m EZGuard (Varian)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"10S_1"	"10S_1.CDF"	"Data transformation"	"Batch export Symb coral 13C.xlsx"	"10S_1.CDF"	"Metabolite identification"	""	"m_mtbls538_algae_mass_spectrometry_v2_maf.tsv"
"11S_1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890 GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian)"	"low polarity"	"10 m EZGuard (Varian)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"11S_1"	"11S_1.CDF"	"Data transformation"	"Batch export Symb coral 13C.xlsx"	"11S_1.CDF"	"Metabolite identification"	""	"m_mtbls538_algae_mass_spectrometry_v2_maf.tsv"
"12S_1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890 GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian)"	"low polarity"	"10 m EZGuard (Varian)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"12S_1"	"12S_1.CDF"	"Data transformation"	"Batch export Symb coral 13C.xlsx"	"12S_1.CDF"	"Metabolite identification"	""	"m_mtbls538_algae_mass_spectrometry_v2_maf.tsv"
"25S_1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890 GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian)"	"low polarity"	"10 m EZGuard (Varian)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"25S_1"	"25S_1.CDF"	"Data transformation"	"Batch export Symb coral 13C.xlsx"	"25S_1.CDF"	"Metabolite identification"	""	"m_mtbls538_algae_mass_spectrometry_v2_maf.tsv"
"26S_1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890 GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian)"	"low polarity"	"10 m EZGuard (Varian)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"26S_1"	"26S_1.CDF"	"Data transformation"	"Batch export Symb coral 13C.xlsx"	"26S_1.CDF"	"Metabolite identification"	""	"m_mtbls538_algae_mass_spectrometry_v2_maf.tsv"
"27S_1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890 GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian)"	"low polarity"	"10 m EZGuard (Varian)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"27S_1"	"27S_1.CDF"	"Data transformation"	"Batch export Symb coral 13C.xlsx"	"27S_1.CDF"	"Metabolite identification"	""	"m_mtbls538_algae_mass_spectrometry_v2_maf.tsv"
"28S_1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890 GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian)"	"low polarity"	"10 m EZGuard (Varian)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"28S_1"	"28S_1.CDF"	"Data transformation"	"Batch export Symb coral 13C.xlsx"	"28S_1.CDF"	"Metabolite identification"	""	"m_mtbls538_algae_mass_spectrometry_v2_maf.tsv"
"29S_1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890 GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian)"	"low polarity"	"10 m EZGuard (Varian)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"29S_1"	"29S_1.CDF"	"Data transformation"	"Batch export Symb coral 13C.xlsx"	"29S_1.CDF"	"Metabolite identification"	""	"m_mtbls538_algae_mass_spectrometry_v2_maf.tsv"
"30S_1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890 GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian)"	"low polarity"	"10 m EZGuard (Varian)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"30S_1"	"30S_1.CDF"	"Data transformation"	"Batch export Symb coral 13C.xlsx"	"30S_1.CDF"	"Metabolite identification"	""	"m_mtbls538_algae_mass_spectrometry_v2_maf.tsv"
"31S_1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890 GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian)"	"low polarity"	"10 m EZGuard (Varian)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"31S_1"	"31S_1.CDF"	"Data transformation"	"Batch export Symb coral 13C.xlsx"	"31S_1.CDF"	"Metabolite identification"	""	"m_mtbls538_algae_mass_spectrometry_v2_maf.tsv"
"32S_1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890 GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian)"	"low polarity"	"10 m EZGuard (Varian)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"32S_1"	"32S_1.CDF"	"Data transformation"	"Batch export Symb coral 13C.xlsx"	"32S_1.CDF"	"Metabolite identification"	""	"m_mtbls538_algae_mass_spectrometry_v2_maf.tsv"
"33S_1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890 GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian)"	"low polarity"	"10 m EZGuard (Varian)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"33S_1"	"33S_1.CDF"	"Data transformation"	"Batch export Symb coral 13C.xlsx"	"33S_1.CDF"	"Metabolite identification"	""	"m_mtbls538_algae_mass_spectrometry_v2_maf.tsv"
"34S_1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890 GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian)"	"low polarity"	"10 m EZGuard (Varian)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"34S_1"	"34S_1.CDF"	"Data transformation"	"Batch export Symb coral 13C.xlsx"	"34S_1.CDF"	"Metabolite identification"	""	"m_mtbls538_algae_mass_spectrometry_v2_maf.tsv"
"35S_1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890 GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian)"	"low polarity"	"10 m EZGuard (Varian)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"35S_1"	"35S_1.CDF"	"Data transformation"	"Batch export Symb coral 13C.xlsx"	"35S_1.CDF"	"Metabolite identification"	""	"m_mtbls538_algae_mass_spectrometry_v2_maf.tsv"
"36S_1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890 GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian)"	"low polarity"	"10 m EZGuard (Varian)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"36S_1"	"36S_1.CDF"	"Data transformation"	"Batch export Symb coral 13C.xlsx"	"36S_1.CDF"	"Metabolite identification"	""	"m_mtbls538_algae_mass_spectrometry_v2_maf.tsv"
"37S_1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890 GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian)"	"low polarity"	"10 m EZGuard (Varian)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"37S_1"	"37S_1.CDF"	"Data transformation"	"Batch export Symb coral 13C.xlsx"	"37S_1.CDF"	"Metabolite identification"	""	"m_mtbls538_algae_mass_spectrometry_v2_maf.tsv"
"38S_1"	"Extraction"	""	"sylilation"	""	"Chromatography"	"Agilent 7890 GC"	""	""	"GERSTEL MultiPurpose Sampler (MPS 2)"	""	""	"VF-5ms GC (0.25 µm, 0.25 mm x 30 m; Varian)"	"low polarity"	"10 m EZGuard (Varian)"	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"50-600"	"Agilent 5975C MSD"	""	""	"electron ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000389"	"quadrupole"	"MS"	"http://purl.obolibrary.org/obo/MS_1000081"	"38S_1"	"38S_1.CDF"	"Data transformation"	"Batch export Symb coral 13C.xlsx"	"38S_1.CDF"	"Metabolite identification"	""	"m_mtbls538_algae_mass_spectrometry_v2_maf.tsv"
